用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
394359450,CloudwithBeard,3,游戏热度过高就决定了它本身不适合走慢活深挖的路线，进入了这个高热度的循环就免不了要高强度的搞活动。<br />吃鸡的情怀分可以打很高，游戏性实话说也不差，经典大逃杀和其他的各种模式都是游戏性的体现，这点没什么可说的。<br />这游戏最大的问题就是玩家素质和铺天盖地的皮肤活动。后者如果不关注基本可以忽略。但是前者真的非常影响游戏体验，比如说抱着开心玩游戏的态度结果被其他玩家的低素质搞的心情不好，有多难受可以想象。<br />题外话，总之我不鼓励入坑，我现在也只是偶尔会和朋友一起玩，毕竟社区环境真的堪忧，如果这个问题能解决，那我想这游戏就没什么很突出的问题了。,,2025-04-03 12:47,未提供
598646220,艾白,3,麻烦把封面卡住进不去的bug修复一下😅,,2025-04-03 00:42,未提供
695033374,监控哦哦,5,这游戏太好玩了，敌人开口就是问候,,2025-04-01 23:34,Redmi Note 12 Turbo
83664597,日代千鹤,1,屎中屎，不下载资源还在那给我一个劲的下，我用的流量开的热点，我都暂停了，连图标都是三角符号，构四。<br />tx游戏都那么的思🖕🏿🤓🖕🏿,,2025-04-01 22:14,红米 K70
648063083,久孤,5,好，个蛋。经常会被拳补,,2025-04-01 22:06,华为 Nova 5i Pro
709793631,蛊惑,1,每一次进去都要更新,,2025-04-01 19:36,Vivo V1962A
709901783,w.,1,虽不断更新但对设备性能要求过高，导致部分玩家设备运行卡顿、掉帧，影响游戏体验。背景音效的听声辩位效果不佳，且游戏内自带视频录制的背景音乐无法自由关闭或替换，较为鸡肋。外挂问题屡禁不止，影响公平竞技，游戏内的bug长时间不修复，活动也缺乏新意，多为圈钱套路。手感命中效果更改后变得卡通化，不够真实，影响玩家射击体验。,,2025-04-01 18:17,一加手机12
463338239,铭以,1,什么狗屁游戏！游戏匹配机制就一坨！,,2025-04-01 14:42,未提供
364006849,歡,2,不咋地，越出越多的皮肤但品质简直一坨，游戏环境更是重量级，不是拳补就是鞭盒，总而言之这游戏就是一坨,,2025-04-01 03:55,未提供
36618901,悲伤蛋炒饭,5,也是用上平板,,2025-03-31 19:36,Huawei MatePad Wi-Fi
706217609,异世界的初心者,5,嘻嘻,,2025-03-31 13:00,iPad (9th generation)
710283863,神,5,上手容易画质也高。<br />🎮操作细节：,,2025-03-31 12:51,未提供
335728016,长毛衣小猪,4,我是人机，所以不推荐,3,2025-03-31 08:57,魅族20
68695857,雾屿.,1,为PUBG花生,,2025-03-30 20:50,未提供
690158709,作邺,5,报名成功后什么时候有？,,2025-03-30 20:11,iPhone 12 Pro Max
703990229,打字很快的枪骑兵,5,牛皮呀，牛皮,,2025-03-30 19:38,iPhone 8 Plus
541865775,Ruby7,5,偶尔玩一玩，特别是和朋友一起的时候特别爽，不过我还是喜欢用电脑模拟器操作。手机看到眼花,,2025-03-30 18:37,iPhone 11
472272188,圣圣.,5,对折叠屏用户不是很友好，适配很拉,,2025-03-30 16:32,三星心系天下三星W23
710676912,雪思陌,1,随意封号吗？有点意思。,,2025-03-30 16:19,小米24129RT7CC
705455482,老六当习惯了,1,总之就是一句话，只会出一些没用的皮肤，不会出一些有用的东西。,1,2025-03-15 16:48,红米 K30 Pro
688196948,周怡凯,1,他为什么要这样为什么要这样为什么要和P∪BG一样,,2025-03-30 12:23,华为AGS6-W00
471491332,星獄,1,魔怔人太多了,,2025-03-30 11:50,Redmi Note 12 Turbo
708277457,曾,3,唉现在皮肤出的太多了玩家太魔怔了但是还能玩,1,2025-03-30 11:43,小米15
646121803,心,1,什么都可以，就是千万别玩地铁逃生能把你气的把手机摔了！一个小时之前你是六套，一个小时之后就什么都没有！在那儿队友被别人给打倒了，我扔了个燃烧瓶。也没弄到队友。然后就在那儿显示禁赛了，正打着呢，你给我禁赛什么意思呀？这是故意坑人的，外挂也是一大堆。你拿枪打一梭子，对方都不死那个宝箱爆率更低。差不多你开五六次才可以给你一把红枪。反正我以后再也不玩地铁了！我现在又想补充。哎千万别玩。别把你气死。队友不救你。卧底一点尊严也没。别玩卧底赶紧换别的游戏。一大堆老六，只要进去你活着都出不来。还有aKm伤害那么高吗？没有6套两枪秒了。也别举报，举报就是纯粹功夫。你举报完他一样不给你查。,5,2025-01-26 09:46,三星Galaxy Z Flip3 5G
429355641,失掉方向,4,四颗星纪念陪伴了我几年的游戏，和陪伴我打了好几年各种游戏的哥们,3,2023-10-01 14:29,Honor Magic5 Pro 5G
32621371,云玩家,1,这个赛季8G1是不优化吗？120帧卡成PPT了，就知道搞皮肤卷钱。你就好好卷吧,1,2025-03-30 00:23,Vivo IQOO 10
417688400,芜湖~,4,和平精英就是除了一些服饰套装不能把鞋子跟上衣分开感觉不好之外什么都好,,2025-03-29 23:03,Realme真我Neo7
588443418,老练的枪骑兵,5,一直在玩 ，非常好玩,,2025-03-29 20:26,iPhone 14 Pro Max
661379574,青舟,3,虽然这款游戏很好玩但是这款游戏也是越来越拉了一定要看到最后想必之后你会对和平有新的认识<br />1.匹配不同就说现在的夺金，我们在打架队友在那闲逛，看见人也不打，好想输赢跟他们没有关系似的，但是你们知道吗那也可能是别人凑了很久才凑出了的，想要一把赚百万的，那是50万呐（有百万元的除外），如果是一个不咋历害的人他们就只靠这点钱发家致富的人你让他们怎么打。<br />2.明明是一把很普通的局，但是从队友开始说话的时候就不普通了，还是说我遇到的人说起，那时候我们在打架他冲到最前面一枪不打，后来我们把那队打死了他蹭了点助功就把我的金光捡走了，到后面他被人打倒了，残x我们没来得及救他，我们就被骂了举bao也没用😡<br />3.伤害问题，有时候打人3-4枪就能秒人有时候打5级5-6枪不倒还差点被反杀（穿7级满x）。<br />记得最清楚的是我用卓越的aug打没头没甲的卧低一枪头没倒还被反杀，虽然自己不是有很多血但是这也不是一枪不死的理由。<br />4.现在的和平全是匹肤，而且没有匹肤还跟他们打不了，在这里有种族歧视，比如说你去玩招幕进去穿小白衣服就会被踢出去，或者你是小孩子进也会被踢出去<br />5.说到小孩我就会想到那件事，一天我打开游戏进一个队伍，进来一个小孩他说别踢，房主却说就踢，后来小孩就说为什么小孩不能打，小孩惹你们了吗？我们每天都要上学都没时间玩，到了周6玩还要被你们嫌弃，难道我们小孩不能打。听完这句话我陷入了沉思。<br />现在知道我为什么对这个游戏意见这么大了吧,1,2025-03-29 18:28,iPhone 7
677898456,OK？,5,奥特曼骑着赤兔拿ak给我爆头了,,2025-03-29 17:09,Vivo Z3i
8456872,二狗,1,什么垃级，内鬼玩着匹配不进去了,1,2025-03-29 15:39,Vivo V2148A
707265749,一,1,这游戏对刚进入的新人十分不平衡。特别是地铁模式，那简直就不是给新人玩的。十分不介意，建议别下。下了也建议别玩。<br />！！！！！！！！！！！！！！！！,,2025-03-29 13:53,VIVO IQOO Z1
670443905,陈依淼,1,延迟很高，而且很离谱，里面的玩家都很没有素质<br />✍🏻建议：官方<br />希望能出一个，敌人鞭尸拳补我，可以封号,,2025-03-29 13:48,未提供
691603834,i快手看到就行,5,这款游戏非常值得玩，尤其是里面的地铁逃生，忒好玩的,,2025-03-29 11:25,华为 荣耀Play 4T Pro
7480242,全民妖怪,1,这个赛季，为了冲战神，由于自身实力的问题，我不知道花了多少个日日夜夜，我现在竟有一丝疲倦，我害怕每一次的掉分，期间我从三指到五指，上网学习意识，转换策略，从抗毒转移到圈中心抓机。<br />由于这次赛季的特殊性（学期内），这次是我离战神最近的一次，我不想错过这次机会，这次我已经花光了我的精力，我不清楚下一次赛季能否有现在的决心与毅力。<br />九年级我尝试过，我放弃了。高中期间，我甚至不敢想，这次，我并不想放弃。<br />但是一次无缘无故的高风险，直接无缘战神，7天你让我怎么打，前中期本身打的就十分困难，这让我感到深深无力。<br />心已凉，一开始我还想做一点尝试，试过申诉，无果，同样一句话出现无数次，从早上8.45到晚上18.55，一直让腾讯客服转人工，由于对自身的要求，我连对机器人都毕恭毕敬，可是你们怎么做的？那个机器人从早到晚重复一句话，我真想骂街，一直不转人工，打电话那个机器人还一直给我提条件。我以前还不信腾讯公司是一家科技公司，这次我信了，全是人机。<br />为了申诉，课也上不下去，本想上完战神就开始备考，就差一两天，你给我来这事，本来想以后养老，打打地铁，抽抽衣服。结束了，补偿也无，心碎了，走了，唉！,1,2025-03-29 08:02,未提供
684799193,我想吃麻辣烫,5,😐😏😏😏😏<br />🙌🏻合作体验：<br />我不知道为什么去官网,,2025-03-29 06:25,Vivo Y55t
2842269,铁狱の沉防,1,垃圾，经典机枪八百里开外无后坐力。<br />打团竞我方用远一打4。<br />网络明明是20ms感觉像是200ms,2,2025-03-29 01:15,未提供
52966256,樱徇,1,小米pad6Pro优化太烂了,1,2025-03-28 22:50,小米Xiaomi Pad 6 Pro
62109960,ิۣۖิ时ۣۖิ洐,1,很好玩的游戏，使我血压升高,4,2025-03-28 20:49,Vivo X100
502125571,神,4,这玩意为啥不能云玩,,2025-03-28 19:54,OPPO A5
413216828,随便,5,还可以，但是加裁有点慢,1,2025-03-28 18:20,OPPO A1 Pro 5G
400946885,666,1,这个游戏真人太多了，而且那个地铁逃生，太好掉装备了，地铁逃生没人玩,3,2025-03-28 06:00,华为 荣耀30 青春版
705419738,少萌郁,1,这个游戏太拉了，皮肤贵的要死,1,2025-03-28 01:16,未提供
5990316,虚空中的残念,2,真的。你游塞那么多乱七八糟的东西干嘛呢？卡的批爆,1,2025-03-27 14:43,小米Xiaomi 14 Ultra
64902304,ももざわ,1,地铁逃生入口距离差距太大<br />下了就被蹲 没游戏体验,2,2025-03-26 21:16,Vivo IQOO 12
582023562,你管我呢,4,🔫枪械还原度：<br />种类很多，但细节还原都很到位<br />🌃画面音乐：<br />画面也很精美，经常会有新图，什么万达广场的，虽然我也没去过，但看到网友发过还是挺有趣的，音乐配得跟游戏符合度很高，还真有身临战场那味儿了,,2025-03-26 21:15,未提供
419166825,sheen,3,bug一堆，天天出皮肤，玩家素质差，段位一高就打不过，苟分被满编队抓，逆天匹配机制，我就一个普通玩家，匹配的20k神人,,2025-03-26 15:56,未提供
699794258,龙少,5,我是听同学经常聊到我才入坑的玩了也有有大半年吧，体验还是不错的特别是地铁逃生其他的模式也有各种各样的玩法体验感还是挺好的别听那些些人说这个游戏不好就听进去那只是没钱不氪也不想肝的人说的只要肝我觉得不氪也是挺好玩的。,24,2025-03-26 13:38,Huawei nova 8 SE
626250832,111111111111111,5,游戏设计太好了🥹,,2025-03-26 11:34,iPhone 8 Plus
657931236,丸子.,5,和平从18年考试玩，现在刚回游冲了300多抽军需一个皮肤都不给我中虽然真的很气，为什么别人运气那么好呢？,,2025-03-25 23:23,Vivo V1963A
707698049,૮₍铁三角重度依赖₎ა,4,🎮可玩性：挺好玩的，容易红温,,2025-03-25 21:41,Vivo V1829A
489755809,子不羽,1,地铁逃生模式像网游，私下交易装备的群对新人不友好,1,2025-03-25 19:13,未提供
647594206,雪之恋,1,就你这破游戏，还7.2的评分，叶子,1,2025-03-25 19:06,华为nova7pro 5G
647250807,冰封狼12,3,为啥我是这种？,,2025-03-25 18:43,Vivo Y77
12574391,Z.D.M.,4,你好！我也是一个高端的职业玩家，并且我还是服役多年的特种兵，我认为绝地求生手游应该比端游更青出于蓝胜于蓝，腾讯是游戏大厂，蓝洞是小厂，要做出大厂应该有的气质，不应该只是还原端游，更应该还原现实生活，比如负重越大跑越慢，狙击远处的时候不能只判断子弹下坠，还要考虑风速，狙人前摸一把沙子测一下风速，中枪之后速度受限，并且被救起之后也是一瘸一瘸的，不可能活蹦乱跳，现实中狙击枪是很重，所以使用狙击枪的时候必须趴着或者找个地方架枪。步枪的后坐力其实非常的大，特别是ak这种，一般只能扫射，带瞄准镜瞄准射击后坐力会把你胳膊肩膀都震到快脱臼，我建议增加步枪射击后要休息的设定，就像屏息一样。开几枪就要休息一下，并且武器特别是步枪，在野外容易因为尘埃什么的卡壳，应该增加枪械卡壳，甚至枪膛爆炸的设定。<br />。<br />。<br />。。,7,2025-03-25 09:34,未提供
65999734,一往无“前”,1,（战术后仰）蚌埠住了家人们！本特种兵今天必须开麦吐槽一波光鸡这波骚操作！<br />咱就是说这游戏优化是拿jio做的吧？每次骑着小破马跑毒，遇到个小土坡你猜怎么着？好家伙直接给劳资整出牛顿棺材板级操作——88迈狂飙秒变零速倒栽葱！帧数该ppt还是ppt，您这物理引擎怕不是从摇摇车拆的？（拍桌）<br />最骚的是策划组装死装得飞起，帧率没见涨半格，皮肤上新跟母猪下崽似的天天搁那刷存在感！搁这儿玩奇迹暖暖军事演习版呢？咱氪的金全拿去给美工买奶茶了是吧？（掏出祖传放大镜）@和平精英官方 进来挨打！<br />（战术喝水）总结：电子越共看了连夜删号，隔壁荒野行动都笑出八块腹肌了，差评三连不谢！,2,2025-03-25 01:32,未提供
65671512,张,5,非常好，非常好,,2025-03-24 21:05,iPhone 13 Pro
663700283,甜蜜吖,5,玩了好几年了，😙😚,,2025-03-23 17:21,未提供
624766717,炫酷逢糯吖,5,游玩已经到100小时了，虽然说并没有什么，当然这游戏也是给我们的乐趣,1,2025-03-23 15:09,WIKO MKY-AN20
709416568,干衣血,1,里面会弹出一个<br />等待官方通知,2,2025-03-23 12:34,OPPO A3x 5G
707649721,玉树临风的马跃松。,2,根本进不进去。,2,2025-03-23 12:22,Honor Play 40 5G
438436419,啊啊啊啊啊啊啊啊,3,越来越卡了，皮肤出的又快，多，吧资源包删了才流畅😅,,2025-03-23 01:13,Redmi Note 11T Pro
708028886,风趣的指挥官,5,可以给我皮肤吗？,,2025-03-22 23:55,iPhone 14 Pro Max
683501757,地铁逃生里吴哥,1,只会骗钱抄袭其他游戏,2,2025-03-22 22:21,Vivo Y36s
526515940,迦梨,1,玩家素质太低，智商也堪忧，感觉玩久了会被传染，垃圾游戏退游了。,1,2025-03-22 22:04,iPhone 14 Pro Max
706638274,龙,4,段位一高就打不过了,,2025-03-22 22:04,Vivo Y300 Pro
426595540,大人之二,1,老爷和平精英，天天圈钱，千啥呀，两万块钱一个皮肤，天天抄隔壁游戏，你也别做游戏了，圈钱游戏，隔壁游戏比你做的好多了,1,2025-03-22 16:56,Nubia NX709J
612712968,烟中水步,5,确实是好玩的游戏<br />没有匹配机制的制裁<br />队友也都是正常人,,2025-03-22 15:08,Vivo V2048A
11622213,是个鲜葱,1,bug一堆建模苟史一样,1,2025-03-22 14:37,Redmi K50
706442017,呆忧忧.,5,挺好的，就抽皮肤费钱,,2025-03-22 13:51,OPPO A8
703053464,除了晚上都会困,3,还行，要是别太吞钱更好：,,2025-03-21 23:47,HONOR CLK-AN00
707367994,祝福,5,我丢，直接拿捏,,2025-03-21 22:40,iPhone 11
673965745,114514giggity,1,这游戏真的能给你气死，氪金精英，以前刺激战场根本不需要氪金，现在一火就忘本。,,2025-03-21 20:32,Vivo V1938CT
625263787,5588,4,动力机甲下个赛季加强的太变态了希望可以削弱一下,,2025-03-21 16:09,OPPO R11 Plus
62824430,鲫鱼豆腐汤,1,😅各种外挂举报不受理游戏各种bug不是伤害机制判定💩一样就是按了瞄准了结果开枪没有伤害，,1,2025-03-20 21:49,未提供
103536292,大琳子,3,真心推荐，可以找个游戏搭子一起玩儿。,,2025-03-20 19:09,红米 K70
320636081,Koi,1,这游戏扫脸认证是一点也不行<br />平板扫脸要竖屏<br />竖屏拍照会把脸拉宽然后导致验证不通过<br />纯纯恶心人,1,2025-03-20 17:51,HONOR GDI-W09
642833491,铭,4,"在近期游戏中，路匹的队友在打完第一局游戏邀请我和我一起游戏，但在游戏开始之前我们并未知道是其外挂使用者，开始超体模式当天下午然后我的账号，就被封禁了，在联系了微信公众号客服之后，也没有有效的方式,在此个人觉得这非常不公平，因为在游戏之中，外挂曾向我们其他玩家透露，他在游戏明显使用外挂已有很久，却并未遭处封禁，首先那么外挂使用者在此期间与之进行组队的家，都要进行封禁的话，最少也有上百名玩家被授予处罚,一个人的错误让其他玩家去承担，这哪来的公平可言，还让其他玩家参与到打击外挂的队伍中保护游戏环境，普通玩家的账号没有使用外挂就已经是对游戏环境的保护了,个人觉得是因为系统并未能将外挂及时检测出来，导致外挂肆意开挂，还让其其他玩家一起受罚;第二当我在联系了客服之后申请人工客服，并没有相应的人工进行联系，在这里发帖,希望有相关官方人员进行联系",1,2025-03-19 20:10,一加手机Ace 3 Pro
704393983,sjjsmsks,3,伤害判定问题很大 地铁逃生尤其恶心,,2025-03-19 12:11,Vivo V2220A
557898070,无啼,1,垃圾🖕垃圾全是挂哥,,2025-03-19 01:07,Vivo IQOO Neo9S Pro+
707312744,江疏鱼🐟,1,皮肤很贵，好多开挂，不会送很多福利,1,2025-03-18 19:20,HUAWEI Nova 9
362464946,东King,1,外挂满天飞，不制裁也不是封号，只知道坑傻人充钱,2,2025-03-17 19:04,一加手机Ace 5 Pro
425805020,王浩宇,5,太好玩了。爆率也很高,,2025-03-17 18:29,魅族18 Pro
606753510,666656,5,太好玩了，分不清游戏还是现实了,9,2025-03-17 17:20,Vivo IQOO Neo9S Pro
611790481,浪漫至死不渝,3,这种大型游戏就很伤设备 然后皮肤特别不用心纯圈钱😓,1,2025-03-17 14:54,iPhone 15 Pro Max
575652875,十一,5,还不错，算比较不错的枪战游戏，现在还出了新模式,,2025-03-17 14:49,Redmi K60
707097599,。。。,5,轻松上手很好玩。,,2025-03-17 11:50,Vivo Y55t
425628481,drew,4,我认为和平精英是一款质量超高，细节到位的游戏，但是在装扮上我认为应该多加原创，联动是好事，但有些联动的皮肤真有点抽象，我个人认为反观游戏原创的装扮还是很好看的喵。同时也希望看到一些与ip联动所创作的新游戏玩法,,2025-03-16 23:24,小米23124RN87C
380409907,Hades,1,启动静音快点，每次启动都巨tm吵，还关不掉，同一个工作室的英雄联盟就做比你好,,2025-03-16 23:21,未提供
66714538,一个人的约会,5,有款游戏越玩越年轻，它就是手机和平精英。,1,2025-03-16 22:56,Redmi Note 12 Turbo
469507018,应神,5,可以的，实现过梦想，站在过这个游戏的巅峰,1,2025-03-16 20:05,Vivo IQOO Neo9S Pro+
662932029,布嗷耶,1,游戏环境极差<br />玩家素质普遍偏低<br />官方圈钱嘴脸过于难看<br />一款好好的游戏成了资本对下层人民的收割厂,,2025-03-16 17:45,小米24117RK2CC
411066136,小飞,5,兑换码怎么弄,,2025-03-16 16:30,Vivo S17
569232892,123789452572467,5,666直接进不去啊,,2025-03-16 16:08,OPPO A55 5G
493484212,张張,4,求带😁,,2025-03-16 14:00,小米 15 Pro
521674149,白居易,5,玩了好久，挺推荐的，虽然皮肤三天两头出，但是也算是我小学六年级到现在高三的青春年华了😚，希望以后能改变一下游戏运营吧。今年6月就要高考了，在这里祝大家高考加油，也祝我高考加油。,2,2025-03-16 10:49,Vivo V2165A
653563060,ㅤㅤㅤㅤㅤㅤㅤㅤㅤ,5,没太懂啊，什么是点劵充值不了。来回重新登陆了3遍，营地也登了。就是现实充值失败😂,1,2025-03-15 23:21,WIKO BAL-AN20
534724737,。,3,还行吧就是氪金太....,,2025-03-15 23:12,未提供
697700713,馨嘉,5,非常好玩，就是我喜欢典藏视频，有什么方法可以保存到手机相册吗？,,2025-03-15 22:22,华为nova 7 5G
484466710,斑,1,只能说是和平暖暖，懂吗？里面的人不是网络男神，就是网络公主,4,2025-03-15 22:00,Vivo IQOO Neo9
35320284,清花野,1,不会做游戏就不要做,,2025-03-15 19:45,iPhone 14 Pro
423875061,我在等你,1,人机游戏千万不要玩还不如把pubg,,2025-03-15 19:10,XBW X1
689193579,可爱的我,5,特别好玩,,2025-03-15 18:38,Honor Pad 7
695777426,wwy,1,连队友都是人机，还有人玩吗,,2025-03-15 18:29,未提供
481657875,隔壁老王卖瓜,1,没有皮肤真不大推荐玩,,2025-03-15 18:21,OPPO A93 5G
501302718,恒溢出来玩,1,强烈建议官方送两个手册。,,2025-03-15 13:25,Vivo V1990A
502917061,我是萌新,4,抛开逆天的游戏皮肤系统，游戏本体游玩就我个人体验来看绝对不错，之前游玩也没少吃过鸡<br />🙌🏻合作体验：<br />如果你有身边的人也玩这款游戏，那么体验会向上狠狠涨一节<br />🎮可玩性：<br />不错，我个人来看最喜欢超体对抗，好玩<br />总结：食之有点味，弃之可惜，排除那沟槽的一段时间没登录数据清空以外值得一试，但如果是pc段那我还是更推荐直接玩绝地求生,,2025-03-15 13:14,HONOR Pad 8
708407383,🤍宝贝ಇᩚ࿐,5,非体验服玩家来白嫖皮肤啦😂,,2025-03-15 12:16,iPhone 13 Pro Max
649971713,澪,3,商业游戏，唉.....算了,,2025-03-15 11:44,Honor X20
455720748,奶糖.,5,体验感简直美极了<br />不卡顿<br />玩着手感超级棒<br />😘,,2025-03-15 06:46,Honor X50 
32668275,轨迹,1,感觉大不如以前，皮肤是真的贵，回来吧刺激战场<br />🔫枪械还原度：一般<br />🙌🏻合作体验：遇到了没素质的队友<br />🎮操作细节：太吃手法<br />王牌晋级机制谁设计的，找个楼自己跳了吧,1,2025-03-02 01:04,未提供
705852563,（帕不鸡）91,1,官方官方，不要封怕不鸡了😭😭😭,1,2025-03-14 21:04,CMDC SP100
587841387,刺团华盛队667,3,不是很好玩。辅助瞄准容易打到别人的身上,,2025-03-14 19:38,Honor Play 5T
689970762,i,1,都挺好的，不过我玩不明白，老是被当成人机，对我没有游戏体验,2,2025-03-14 14:16,Vivo Y55t
708217709,🐯,5,爱玩,,2025-03-14 02:24,iPhone 14 Pro
638046849,传说中的半雪,5,地铁逃生，Q区，没麦求带,,2025-03-13 23:44,OPPO Reno 4 SE
534000657,714-Pearl,1,还是刺激战场好玩,,2025-03-13 21:57,Vivo IQOO Z9 Turbo
428402231,。,1,透视那么多人开官方太放纵了,,2025-03-13 21:40,未提供
432275346,離川.,1,腾讯一贯的尿性，elo匹配机制。为了拉长玩家在线时长不择手段。很蠢。,,2025-03-13 20:20,未提供
695837660,YY,4,三年青春换来你的一句无版权,,2025-03-13 20:09,未提供
546629497,父,5,和平精英原之于刺激战场，某年后我只玩和平精英和PUBG<br />😓,,2025-03-13 19:12,OPPO Reno标准版
530115288,123,5,和平精英很好玩。之前用竞赛子弹直接一穿三。非常好玩。,,2025-03-13 18:21,Vivo V1945A
593110507,林泽,5,挺好的打不过就打不过,,2025-03-13 05:21,一加手机Ace 5 Pro
698154191,开心就好,4,🌃画面音乐：和平精英比当年的pupg差远了<br />🎮可玩性：可玩性还行，有很多模式<br />🔫枪械还原度：枪械还原程度还行，但是枪械检视做的****,,2025-03-12 21:53,小米Xiaomi Pad 6
541780914,秋殇别离,1,白痴游戏做的跟什么屎一样，刷车点跟假的一样，一辆车不刷，一条路上全是刹车点，一辆车没有，好好做做游戏里面的东西吧，别一直搞什么皮肤，你要真想圈钱，你去学学三国杀，别来做fps大逃杀。游戏体验一点不好。,,2025-03-12 21:45,Vivo IQOO Neo9 Pro
641792025,汐,4,手感不错，但是游戏环境还是不可避免的太差了,,2025-03-12 12:52,未提供
459507983,User459507983,5,老好了,,2025-03-11 15:14,iPhone 11
703066672,aknsk,1,魔怔游戏魔怔人,,2025-03-11 09:08,Vivo IQOO 11
28902297,伊卡卡,1,逆天策划运营，什么原因进的小黑屋为也不说？你想送小黑屋就送呗<br />故意伤害队友举报了扣2信誉积分，唯一能想到进去的理由也就空气房了，老子正常玩地铁，遇到空气房，总共还不到十次，关小黑屋，你是真牛逼,,2025-03-10 22:20,未提供
707609165,老鹰双排的神。,5,我希望能有100万点券。和红装。这样这个和平精英就更好了,,2025-03-10 16:29,Realme真我V20
591167762,张润,5,🙌🏻合作体验：<br />有时候不行，匹配的队友不懂配合<br />🎮操作细节：<br />这点非常的好，操作也很顺畅<br />🔫枪械还原度：<br />很逼真,,2025-03-10 12:26,"Honor V7 Pro 11"""
590728314,总被女人骗,1,为什么申请不成功呵呵,,2025-03-10 10:14,iPhone 15 Pro Max
706298238,ζεβα,5,游戏体验感很好,,2025-03-10 07:50,HONOR LLY-AN00
689075871,吃汤圆的帅锅,5,🎮可玩性：很好尤其是地铁逃生 但如果你最好的装备掉了你一定会气死,,2025-03-10 01:52,OPPO PEQM00
448630553,帕尔哈提,5,但是为啥我没有体验服资格？,,2025-03-09 22:10,Vivo V2054A
700940111,崇高的召唤师,5,㚥玩,,2025-03-09 19:29,未提供
590948786,hh,1,垃圾游戏，卡死你坝得了，就只会出皮肤,,2025-03-09 16:50,Vivo IQOO Neo9
698018496,腼腆内向小蟋蟀,1,队友骂人不处罚，我一说话就禁言，无敌了,2,2025-03-09 11:48,Vivo IQOO Neo9
631185422,噜啦啦噜啦啦,1,爆率真的太高了,4,2025-03-08 20:31,Honor 90
707507209,°新一💤,5,体验感很好,,2025-03-08 18:54,iPhone 12
