用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
648014002,Children,5,手机已经把这游戏删了，段位最高上了个宗师，大号三百多级两千多小时V8id朝三暮***，魔盗团和钢以后的赛季就不怎么玩了，现在就过年时候平板打打福星，五十多把了，没出过十福，大学疫情时候每天躺被窝里下棋下到天亮，现在越玩越失望，氪金活动层出不穷，发牌员闭着眼发牌，唉...打算出了十福平板也删了，没意思，炉石回归以后开始打标准，现在新赛季也开始坐牢，不知道玩什么了，五分给情怀吧，毕竟陪了我这么久，记得游戏正式上线那会儿也是福星版本，希望能以福星开局，福星收场吧，不说了，继续肝十福星去了。顺便说一下，你游那个满羁绊龙魂和永恒之森是摆设吗，一个魔神要三个转职，玩这么多天见都没见过，这么搞真的没劲啊。,,2025-04-03 21:48,Vivo X100 Pro
379859965,飞翔的布斯67,1,逆天游戏，盲僧三魔象局，爆了两个锅，到死都没锤子，第一和第二个选秀都有锅，我第一个出来，都离的最远，收完菜三个金妮蔻9级一张天选五费都没有,,2025-04-03 13:23,Vivo IQOO 12
690058129,独久,5,打发时间挺不错的,,2025-04-03 12:14,HONOR ALT-AN00
557600879,逐山野风,1,每次要凑齐大羁绊的时候故意卡玩家😓😓六家人最后差个水滴三次了😓😓😓,1,2024-01-12 00:08,华为BTK-W00
650251433,料事如神,1,简直就是一坨屎，有些牌死活不来,1,2025-04-02 21:47,Vivo IQOO 12
15612438,青春,1,完完全全运气游戏，运赢，发牌员不给死都不出，人家八人口两星五费，我不到十人口都看不到一张，绝了，这游戏,1,2025-04-02 19:12,Nubia NX733J
583368025,云卿,1,玩啥游戏运气都没好过，心情不好不过发牌员还是个你个一星好评吧！😁,1,2025-04-02 16:00,Realme真我GT Neo
40292197,旭日东升,1,史，专门挑着关键时刻卡，升十拿了二星铁男刚要换装备就开始卡，一直到死了才能重连，而且还是把装备卸下来才开始卡,,2025-04-02 15:35,iQOO Neo 5
454114229,歲,1,一个游戏下载三次的我也是头一次见，一个下棋休闲游戏要十几g也是头一回见,,2025-04-02 12:23,未提供
82483208,北十字￡,5,打发时间的小帮手,,2025-04-02 06:49,未提供
523229060,。。。,1,垃圾游戏  玩个恭喜发财沙皇开局  d不出3三国什么****,,2025-04-02 01:55,Redmi K70 Ultra
590343038,影视,1,垃圾发牌员，发牌都不好好发，有时候就差一张，死卡来不了，还不爆妮蔻，一星拿好,1,2025-04-01 22:16,OPPO PJG110
112234523,不曾,1,艹nm发牌员设计师,1,2025-02-12 21:41,OPPO Reno12
356718297,自由如风,1,为什么s13恭喜发财合出的三星五费不算成就，还有能不能把娱乐局的场次加进去,,2025-04-01 20:28,Redmi  K70 Pro
708474158,塔楼,1,在运营，也不如欧皇一根，一点公平性都没有，尤其是恭喜发财这种模式，把把给我一样的，这就是&#39;随机&#39;吗，够搞笑的,1,2025-04-01 20:18,Redmi K50
592327204,画舫寄江湖,1,发牌差，又卡牌，游戏环境真不好。,2,2024-11-07 14:26,Vivo IQOO 11
29046668,治,2,这下载更新真是绝了，把人当日本人整哈哈哈哈,1,2025-04-01 19:07,未提供
36464918,Madarame Baku,1,恭喜发财平衡性一坨屎,,2025-04-01 16:03,Vivo IQOO Neo9
31601468,郁色向日葵,3,为什么异变还重复啊，真的很无语。<br />还有，干脆把六费给删了，这个六费是不是有点多余？<br />还有，能不能别让我看淘汰特效，恶心谁呢？胜利特效得了，浪费我时间。<br />把把同行，恶心谁呢。,1,2025-01-30 13:46,未提供
17788327,灬小丨俊丶,1,直接封我号算了呗？全场没人玩的英雄愣是一次都不出，我特么还是第一个升级最高的，8级都见不到几次4费卡，7级甚至几乎3费都见不得，真棒！👏🏻👏🏻👏🏻👏🏻,,2025-04-01 14:24,红米K70E
707723105,柳絮丶倾城雪,1,运气游戏，也就打发时间,,2025-04-01 13:31,Huawei Mate 60 Pro
35903228,仙女小乔妹,5,我就不懂了，恭喜发财和红包来了为什么一关一开，搞什么鬼东西。这个赛季真难玩😛🙅,3,2024-12-20 23:49,华为JAD-AL80
5439693,晨,1,总结建议不玩<br />阵容永远就那么几个强势<br />一些棋子强的可怕都不是很需要阵容只需要装备<br />上了就很难输，装备给好了在没到五费阶段就根本不会输<br />要么连胜要么连败，而你总能遇到几连胜就断你，几连败也断你，就差什么都不上硬吃连败了<br />而d牌，我的朋友你永远都会被对手卡一两张牌，而你永远d不到对手的牌卡不住别人<br />游戏想让你赢就赢，想让你输就输,,2025-04-01 07:56,未提供
22413720,薛定谔之猫,3,一坨，辛辛苦苦运营的阵容还不如空城连败梭哈的人，一下就给你打到解放前，可以说空城连败速9就是最恶心的打法，没有之一，双城也是一坨更不用说,,2025-04-01 07:45,未提供
400246721,临江仙,1,这笔游戏简直是石,6,2024-11-07 01:55,HONOR Magic6 Pro
551446988,迪,5,好玩上头，停不下来 攒利息梭哈 😅,,2025-04-01 00:54,华为SCMR-AL09
688396004,。。。,1,从S8玩到现在，真的就是系统给你玩什么你必须玩，想整活根本整不出来，就S13最后的双变异，本来想双炼丹造神，第一个炼丹，D了30秒，就是不出来，好不容易整出来的装备和棋子，D这个变异强化，就是不出来，真的就是想要什么不来什么，刷了五六遍其他重复的就是刷不出来微缩化，不玩的时候随便刷，赛季末了还整这套，系统给你发的你必须玩，不玩又没分又不出你想搜的牌。真的越来越失望了，网上总是结束一个赛季怀念一个赛季，归根到底就是越来越缺少趣味性，也就更新赛季那种新鲜感能让我多玩会儿，真的是越打越气人，每个赛季都要删一次游戏，又无聊到下回来继续玩，也就是没有能和金铲铲竞争的竞品，策划返厂赛季也总不是玩家想玩的，过年前投票赛季返厂，真到过年了就又是福星赛季，真的是没有别的好玩的赛季了吗？是不想返还是玩家全部投的福星赛季吗？过年是非要福星才有年味吗？觉得红色有年味，那为什么不把其他赛季的棋子重新换套皮肤返呢？玩家的建议，玩家的投票，真的很难见到官方的反应。这个赛季也就这样了，等下个赛季再重新下回来看看，真的乏了，玩了几个赛季，一直是这些老东西，老通病就是不愿意改。。。希望下个赛季做好点吧。。。,1,2025-04-01 00:45,未提供
647971666,若利,1,金铲铲真的是最好玩的游戏了，没有操作全靠运气，他不想让你赢，你就是赢不了，永远十福不了，每次不是差个拳套就是差个重铸器，金铲铲真的太好玩了，真的，金铲铲真的太好玩了,1,2025-03-30 23:43,Redmi  K70 Pro
375153815,事与愿违,1,金铲铲之战 一天下来一把都赢不了的游戏 咒你早日倒闭！！！,1,2025-03-31 22:47,Redmi  K70 Pro
29138644,V,5,🤹🏻阵容多样性：<br />这个版本真的好玩，从开服炼丹到现在，各种花样层出，平衡做的还不错<br />就是能不能送几个棋盘😁😁,,2025-03-31 21:47,小米Xiaomi 14
478305353,终老,4,疫情的时候跟朋友玩，赏金非常有意思,,2025-03-31 21:29,魅族21 PRO
31054908,梦璃,1,破海克斯垃圾游戏，D半天一张牌都没有，赶紧凉吧,2,2023-03-30 22:04,Realme真我GT7 Pro
710873001,宋景琛,5,十皇鼎立,,2025-03-31 14:18,三星心系天下三星W23
348261228,陆成宇,1,死人游戏，死人符文,2,2025-03-30 22:53,未提供
512688506,买个车付洗衣服,1,九十块钱D不出名片，太好玩啦,1,2025-03-30 22:32,未提供
400341382,User400341382,1,搞我心态，差评！什么鬼机制,1,2025-03-30 22:27,Honor 90
4687502,快乐的人,1,游戏是好玩，别打排位就行，包有elo机制,1,2023-12-19 20:54,Vivo IQOO Neo8 Pro
680726996,User680726996,5,里面的人都很友好,,2025-03-30 13:52,Huawei Enjoy Tablet 2
4242039,Darkvan25,1,终极大构思，策划你告诉我，怎么可能会一直碰不上一个玩家呢？别人玩炼金我就不上质量想着断他连败，结果8级了都碰不到，给人家攒了600层，我一玩炼金五级马上碰到空城没得打就赢了，是因为我没充钱吗？😁😁,2,2025-03-30 07:25,小米Xiaomi 15 Ultra
25939561,静。。。,1,无论多么好，就它可以任意调整你的概率。你玩连败打连胜，你玩连胜打已经鼓捣好东西或者收菜的连败。<br />这就是大份，而且活跃度每天来两盘的玩家活该不能娱乐模式玩的畅快，什么大羁绊凑齐，神器组合合适，牌库概率喂着来，海克斯全经济。见不着的，全是2/3阶段给你甜头诱惑你拿个不差不好的。让你当少爷小姐们的托。,1,2025-03-30 04:15,小米24069RA21C
342578513,漫国神卡密撒嘛∞,5,运赢游戏，配合很重要<br />话说为什么tap上面没有记录我这个金铲铲游戏时长啊，玩蛮多的想看看来着的怎么都弄不出来,1,2025-03-30 03:19,OPPO A96 5G
103622390,不畏风雨,3,我给铲铲打好评，腾不会奖励我小小英雄<br />我给铲铲打差评，后台会制裁我刷牌概率<br />想必内部人员可以每把都爽局吧,2,2025-03-30 03:17,Huawei Mate 50
710624938,iiio,3,听不了语音，开麦双方都听不见，卸载重新安装也是这样，但是金铲铲确实挺好玩的,,2025-03-30 00:38,小米Xiaomi 14
683621619,黄黄昏昏,1,不好。有bug.,2,2025-03-30 00:25,HONOR 90 GT
568890903,爱意,1,来发牌员你跟我说说我70块钱下去为什么一张德莱文没有回答我行不行？外面就两张回答我行不行？,,2025-03-29 15:31,Honor Play 6T
710474327,lxzzxl,5,金铲铲还是好玩的，每一个赛季都有不同的特点和玩法，带给玩家不同的体验很好,,2025-03-29 13:47,Vivo Pad3
22876644,Gamer_君莫愁,1,排位赛卡我段位是吧？钻2的排位赛全是大师局，一会前四，一会后四。你游这匹配机制可真恶心。,37,2023-08-03 00:22,Redmi K70 Ultra
56732250,雨/、九月,5,能告诉我为什么不给我三件光明吗？,1,2025-03-29 07:53,Vivo IQOO Neo9S Pro+
399501988,升,1,升10级没人卡，60块不出天选永恩。这真的是666啊。,,2025-03-29 01:20,Realme X50 Pro
66149110,手机用户66149110,5,很吃运气，但很好玩，吃运营,,2025-03-29 00:16,Vivo IQOO Z9
54202527,辄乜,1,垃圾游戏，一星都不想给，全是狗运，恶心！,1,2025-03-28 23:32,Vivo IQOO Neo7
34661948,不想追金先生。,1,想让我四直说，用得着让我和第一打吗，直接帮我点了得了,,2025-03-28 21:32,Vivo Pad3
454616304,尘雨,1,来 三阶段野怪出狼人 怎么说，打狼人出狼人。<br />🪢策略深度：<br />没话说 运气游戏,,2025-03-28 21:21,小米24117RK2CC
5352268,独行,1,转战国际爽，国服呵呵,,2025-03-28 17:03,未提供
43766141,弥塞拉耶哥,5,好玩好玩，居然没在开服时候玩,,2025-03-28 14:14,OnePlus Ace 2
645052426,独来独往的旅人,3,从来没有什么运营，只有运气,,2025-03-28 13:59,未提供
534263160,动物园魔法师,4,说真的，铲铲我一开始也就是随手下了打发时间的，结果一玩就玩上头了，基本上每节课下课都能来一把，打得好的时候甚至回宿舍直接五连开，根本停不下来。<br />最吸引我的一点就是阵容太多太灵活了！你每一局都可以玩不同的羁绊组合，有时候一把里面还得改三四次阵容，玩得好像在下棋，每一步都得琢磨。特别是碰上别人也很会玩的时候，那感觉真的像是在斗智斗勇。<br />而且游戏每个赛季内容都不一样，有赛季是电音风、有的是神话风，还有那种超可爱的卡通风格，真的看不腻。我现在最喜欢的就是“双城之战”那个版本，阵容特别有意思，打起来节奏刚刚好。<br />玩法方面也挺有意思的，比如开局选城邦、海克斯这些机制就很有意思，每局都不一样，有点像“拼运气+拼智商”的感觉。你想稳赢就得会运营，前期拿钱、中期保血、后期爆发，太爽了。而且你要是脸白，直接赌狗上三星五费，简直不要太解压😂<br />不过缺点也有。比如有的赛季平衡真的做得一般，有一阵子你要不赌出特定卡，完全打不过那些成型阵容，搞得人心态都炸了。而且我觉得比较离谱的是排位系统，像我打到钻石，结果下赛季又要从头爬，连个纪念印记都不给，打着真没啥动力。<br />美术的话……大部分时候都挺好看的，但有些英雄造型真的一言难尽，有点吓人那种哈哈哈，我是希望多整点帅哥美女的，毕竟下棋的时候还是想看点好看的东西嘛。<br />氪金这块我还挺满意的，基本上都是皮肤、特效，不充钱一样可以靠技术上分，不会被“充钱秒我”的那种事情搞崩心态，这点挺良心的。<br />总之，这游戏现在已经是我手机里留得最久的了，尤其是朋友一起玩的时候，特别有意思。如果你喜欢那种策略性强、有阵容搭配乐趣的游戏，或者你玩过云顶之弈，那这游戏肯定合你口味。别看它下棋，看着好像挺无聊的，上手你就懂为啥大家都说“一节课一把，五把回宿舍”了！🔥,19,2025-03-28 13:53,未提供
699395427,各自的思绪,5,没吃过屎的可以去玩玩6皮城,,2025-03-28 10:10,小米24117RK2CC
448790579,法外狂徒李四,1,纯纯赌博游戏,,2025-03-28 00:40,小米24069RA21C
643843683,逆天南海,1,辣鸡，会气死人，全部是狗运的，没一点意思！！！,,2025-03-28 00:27,华为 荣耀30 青春版
359760643,最初之作,1,福星换号连开二十把没有德莱文，迟早每个平台都要给你打个差评<br />九点到十点半，第四十四把，我倒要看看你究竟什么时候会给德莱文,1,2025-03-27 22:07,小米2312CRAD3C
104594057,手机用户104594057,5,很喜欢，时不时玩玩挺好,,2025-03-27 17:14,一加手机Ace 5 Pro
679839889,栗新,1,沟是金铲铲，敢玩敢红温，就会发烂牌，赢不了一点,1,2025-03-27 11:39,华为ADA-AL00U
558092080,龙,1,根本不推荐，十把有九把别人爽，就算你充钱了也没用，明明只要肯来那个装备就行，你拿个潘多拉变装备，他就是不给你，服,2,2025-03-27 05:53,Redmi K70 Ultra
9735655,超级小屁孩,1,别人4-2升九，d了一堆二星五费，我4-2升九，60块d了一张龙王😁好玩,,2025-03-27 02:14,一加手机Ace 3
407572415,User407572415,1,一款很棒的经营策略游戏，只要你好好经营就一定能打过好运哥,,2025-03-26 23:58,未提供
116641595,高斯不斯高,5,太好玩了，一天不玩都难受，入坑50天已经玩了几百把，无敌了,1,2025-03-26 22:22,HONOR AMM-AN00
39842013,✾̶小̶丑̶皇̶ೄ̶೨̶,1,这游戏是要运营的一个游戏，有连胜，有连败。腾讯你往里面塞人机是几个意思？又不是每场对战都要赢，要连败的呀，你塞一堆人机几个意思？,1,2025-03-26 22:09,Redmi K70 Ultra
556296758,野风惊扰我,3,为什么会有万豪这种废物五费,,2025-03-26 20:37,Honor Magic5 Pro 5G
404135996,花祭,5,作为一个老玩家，我还是觉得铲子很好玩的,,2025-03-26 16:55,Vivo V2426A
497472649,锦逸,1,发牌员脑子出点问题的,2,2025-03-26 14:45,Vivo S18e
82445386,手机用户82445386,1,纯狗运游戏，什么****儿,,2025-03-26 13:09,OPPO PFTM20
104552114,顾,3,一节课一把，四把一上午，回寝睡觉,,2025-03-26 12:23,Xiaomi Redmi K60 Ultra
103126802,人生如戏,2,游戏是好游戏，但是机制真的垃圾，什么都遇得到：没人玩的阵容死活不给牌，对面开局2-1六福星，3-1对手都两五费卡了，4-3基本就是普通玩家的最后一次转圈了,,2025-03-26 04:09,红魔9S Pro+
64660209,不会爬树的猫,1,一款红温好游戏，输赢就看发牌员了，,,2025-03-26 02:24,Realme真我GT Neo6
69286903,霍格沃兹,1,游戏好玩，但系统演我😡破防了😡,2,2025-03-25 22:29,Vivo IQOO 12
569259263,我真牛逼,3,也算是个老玩家了 ，只能说一个赛季比一个赛季差了 ，就看看S14怎么样吧,,2025-03-25 16:53,未提供
34503565,概念黑体,1,司马恭喜发财司马恭喜发财司马恭喜发财司马恭喜发财,2,2025-03-03 23:51,Oppo A58
114112373,User114112373,1,这个游戏唯一的优势是我上班中间打一半可以直接退没有惩罚😏,2,2025-03-25 12:40,Redmi K60
441717749,南关悍匪,1,每天打开游戏都是强制的买不起的小小英雄或者棋盘的画面，广告比某些网站广告还多，游戏玩法可以，但运气不好慎重考虑，你总能被发牌员的一些迷之手段给整得脑溢血。你九级五费卡有时候还不如八级的多，也多找找自己原因，升九的钱去d五费不就好了，升九级干嘛。,,2025-03-25 11:16,未提供
578616061,新,5,非常好的一款够细，丰富的卡牌运营，以及实力强劲的运赢级别对手，这款游戏我深深沉迷其中无法自拔，在这里面你时常可以看见对手教你玩阴间阵容，使你在每一句游戏中不断成长，非常推荐想要追求极致爽局的玩家入坑。😇😇😇😇<br />这个游戏非常考验耐心，你会经常d不到你要的牌，一局不爆拳套以及以及一整局缺少你想要的装备，还有一个时常在危难关头给你塞垃圾的胖胖龙，非常适合治疗社交恐惧等心理障碍，相信每一个人能成为比老八还优秀的人,4,2025-03-09 14:23,Vivo IQOO Z9 Turbo
19101643,手机用户19101643,1,非常垃圾，追出10福星满地装备和文章给不了启动装被打死了,,2025-03-24 21:49,小米24117RK2CC
46342855,缘昶伊度,1,不是60块异变都不出龙魂,,2025-03-24 19:40,Vivo IQOO Neo8
363770690,戮默,1,这破游戏没法玩了一点不优化，那个皮肤跟流水线一样垃圾垃圾垃圾,,2025-03-24 18:34,未提供
697205228,白白桃,1,最无语恶心的运营机制,,2025-03-24 17:00,Huawei Mate 60 Pro
410276387,軒,1,80金币不来一张名片🙄,,2025-03-24 11:15,未提供
4822481,小鱼,1,垃圾游戏，游戏都能给你改数值,,2023-08-24 13:34,Honor 70 Pro
24874867,Emiliatan,4,三星六费没打过三星乐芙兰哈哈😋,,2025-03-24 10:41,Redmi K60
72220471,夜雨,1,没吃过屎的可以试试，云顶还能运营操作一下，这游戏不仅发牌动手脚，匹配也有问题。我打连败三个大阶段没遇到我朋友，刚输完他转连胜，四把撞三把满入给我抬走了,2,2025-03-24 01:33,Vivo IQOO 13
51678279,a铎,1,纯纯的运气游戏 哎,,2025-03-24 00:47,小米24069RA21C
422785207,。,1,9级一个五费卡不出，而且对面还没卡五费，这游戏真nb,1,2025-03-23 23:59,未提供
48193340,你呢？,1,垃圾我三星维克多优先级不如妖姬搞笑呢,,2025-03-23 21:59,Vivo V2417A
56172616,鄣好圆,1,伪装成PVP游戏的PVE游戏，主打一个和发牌员斗智斗勇，elo相当具有策略性，想让你赢八级两星五费，不想让你赢十连胜转连败核心卡一张不出，想靠血量熬后面全部锁血。玩法师全是大剑，玩战士全是眼泪，空城连败10把遇不到炼金，强行拖时长，吃鸡纯看狗运，就连JOCTOC世界赛都一样，你的挣扎毫无意义，好不容易成型就安排一个冒火哥给你送走，真心不如开局摇骰子排顺序😈,2,2025-03-23 19:59,未提供
432581914,極囂,1,哈啤铲铲，不计代价升六二十块找不到一张铁血屈服者，气的我高血压犯了狂流鼻血,,2025-03-23 14:56,Realme真我GT6
66111436,妙妙果子神秘🍀🇨🇳,1,110块钱连一个异变都递不出来，他妈一直来微缩化这些热门异变，真他妈恶心我,,2025-03-23 14:32,未提供
48347774,懂懂,1,搞心态的游戏狗都不玩,2,2025-03-23 10:21,Vivo IQOO Neo9
454089137,fairy,3,策略性还是可以的，但是有没有人玩过战歌竞技场？我还是更喜欢那个的画面😭😭😭😭可惜已经噶了,,2025-03-23 08:08,未提供
634067087,曙、,5,大学生推荐，可以水课的时候玩一玩，享受动脑的过程，游戏结合了策略、运气和竞技，每局都有不同的体验，容易上手但充满深度。<br />·多样化的阵容搭配:通过不同的英雄和羁绊组合，可以创造出独特的阵容，玩法丰富多变。<br />·轻松休闲:一局游戏大约20-30分钟，适合碎片化时间娱乐。<br />·公平竞技:不需要氪金也能玩得很好，主要靠策略和运营。,,2025-03-22 21:04,Vivo V2203A
45639761,User45639761,1,这是什么盛宴，8福星不给钱和五费光给锻造器。真牛逼，能不能改一下😡😡😡,1,2025-03-22 18:44,Xiaomi Redmi K60 Ultra
393243503,离梦,1,进游戏必不可少的传统艺能，贴脸弹出三四页活动页面，活脱脱像那种看广告玩儿的小游戏，你想在设置里关都关不掉。<br />匹配过程中你哪儿都不能点，但可以点兑换商店，非常“人性化”的设置。<br />一局三十分钟往上，又臭又长的转场动画和终结动画，结算血量时两三秒不能动，纯纯浪费时间。<br />然后连续吃鸡几局之后，就会迎来发牌员的制裁局。你就算连败等个关键三星四星牌在转阵容也卡你，就等着一整局凑不够三张升二星吧。想点了都得先坐五分钟牢，浪费你时间的同时再用牌库搞搞心态。<br />如果连续好几局老八出局之后，就会“奖励”你几次爽局。想要啥卡来啥卡，想要啥海克斯出啥海克斯，你的八级五费卡随便你挑，你闭着眼睛都能吃鸡。<br />所谓时来运转只是防止你心态爆炸删号跑路的假象。,8,2025-03-22 14:52,未提供
465464401,User465464401,1,垃圾游戏，没有运气就别想着运营,,2025-03-22 14:09,荣耀 X30
26749038,北瓜,1,做不出来什么好玩的机制，满脑子就是削这个削那个，削完弈子削牌库，削完牌库削奖励，恨不得把弈子全改成开局的小兵。<br />操纵概率属于演都不带演一下的，别人九级五费一打，还能满利息，到我这d到死一个连四费奥拉夫都见不到。,13,2022-12-13 18:25,Xiaomi Redmi K60 Ultra
457924998,。,2,🤹🏻阵容多样性：<br />挺多的<br />💡玩法创新度：<br />挺高的<br />⚖️平衡性：<br />……平衡你。，平不平衡心里没数吗，要装备没装备要牌没牌要啥不给啥，卸了。,,2025-03-21 19:56,未提供
42685381,Crime,1,运气游戏，系统不想让你赢永远赢不了。10级8张蔚，8张蜘蛛没人卡牌。120金币刷不出来真好玩😁,3,2025-03-21 19:56,未提供
708922830,Down to earth,5,英雄联盟的老玩家，最后都成了棋手,,2025-03-21 19:20,Huawei Mate 60 Pro
97135698,🕊,1,垃圾游戏毁我青春,1,2025-03-20 13:08,Honor Magic5 Pro 5G
544528116,旷世奇才李狗蛋,3,一开始我是冲着英雄联盟IP去的，结果发现它比我想象的还要上头。一节课刚好一把，五把能直接回宿舍，真不是说说的。<br />刚开始玩的时候根本搞不懂阵容，也不会运营，就纯靠运气凑三星，有时候连前四都进不了，但那种胡一把赏金、爆金币、三星五费一个接一个出的感觉，真的爽翻了。<br />不过玩得久了就会发现这游戏问题也不少。比如现在那种1费赌狗的阵容，强得离谱，什么4福星拉克丝、赌狗约德尔、战士剑魔，个个都能把你老老实实运营的阵容直接打烂，真的是不讲武德。你不玩赌狗根本进不了前四，这不逼着大家都玩一样的吗？<br />再一个，现在很多阵容你不是海克斯给你，你根本不敢玩，完全没自由度，玩着玩着感觉就是发牌员在教我怎么玩游戏。像以前那种我用低费卡慢慢过渡，然后看局势变阵、换思路的乐趣，现在真的越来越少。<br />然后再说社交这块，我是真的希望官方能多整点新点子。现在虽然能双排，但其实也挺局限的，要是能出五排，甚至还能共享小小英雄、棋盘什么的，那玩起来一定超有意思。再比如我队友卡手了，我这边能“代操作”一次，哪怕只能用一回合、有冷却，也能救急啊。<br />再说小小英雄！我第一个是双城蔚，那时候抽出来直接当宝贝看，每天登录都要点进去看看她翻跟头（笑）。后面又搞到神龙亚索，帅得不行。不过现在魔典是真的抠，氪了都没啥成就感，希望能出个神话级棋盘啥的，不然真没啥动力搞。<br />虽然最近几个赛季我有点淡了，比如双城2就挺失望的，全是赌狗，打着打着感觉我是在玩“三星收集器”，但回头一看，福星又来了，又开始想上分了，真的是离谱地上头（笑）。<br />最后想说一句，金铲铲真的是那种你想认真玩，它可以让你运营得头皮发麻；你想娱乐玩，它又能让你笑着“发家致富”。希望以后能多出点有意思的羁绊，少点版本毒瘤，也多做点社交互动机制。毕竟游戏这种东西，跟朋友一起玩才是真的有意思嘛！,,2025-03-21 11:30,未提供
583865129,nnnnnnn,1,真的服了 赌命游戏,,2025-03-21 04:12,Realme GT Explorer Master Edition
