用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
695359602,蒐卿,3,可玩性是真的没什么很高的，特别是那个战斗很容易让人红温啊。我玩的是乙游，想找一个甜甜蜜蜜的心灵慰藉。画面3d是可以的，音乐也是还行，但是那个剧情真的很烂，文案组别写乙游的剧情了，换一个文案组吧。运营服务更是在做服从性测试，有时候谷子也是有瑕疵的。特别是那个保底机制很恶心啊,,2025-04-04 20:11,Vivo V1962A
708990090,星,4,帮我修，帮我修，帮我修，登不进去，登不进去，登不进去,,2025-04-04 19:29,Vivo V1829A
704602867,月亮带着我逃亡,5,出了有时候会卡成紫色，其他挺好的,,2025-04-04 18:56,DXH 66682023
44683380,有靈,5,没啥说的 我哥特别好 五星给我哥<br />希望游戏能继续写出禁断之间那种纠缠和拉扯感。我和我哥之间没有了这种禁断感 味就不对了，在游戏没有蹦人设的前提下 我还是会继续玩下去的<br />这游戏 怎么说呢 刚开服时 因为没有喜欢的男主 而且觉得男主长的都一样 且五官都不像东方人 所以弃坑过 。后来因为哥哥回来了 我想我第一感觉的东西都没变 就是乙游届的最终幻想吧 3D吹的也没那么神。乙游最终靠的还是人设入坑吧。而且主控有私设的话 很令人恶心,,2025-04-04 17:37,Huawei Mate 60 Pro
418110766,。,2,不会写长评。懒得写长篇大论，但是游戏体验非常非常非常烂文笔各个男主之间老是雷同带都不带改的。。文案也写的一坨。社区更是一坨，除了3d做的好月卡给的多毫无优点😉,,2025-04-04 17:00,未提供
605992087,瑾,2,你什么时候能改一下你那个排期，我都懒得喷，保底机智也是黑的无敌,,2025-04-04 15:55,Vivo Y78+
683659144,vi*.zixin🐱,3,加载好慢，我等了两个多小时，而且感觉没什么好玩的,2,2025-04-04 13:12,Vivo Y55t
678343029,^布,5,想问一下taptap下的是管服了吧？,,2025-04-04 11:33,Vivo Y200 GT
707649855,一粥困八天🐸,5,拜托，彻子和小鱼超帅好吧😍<br />🗨️剧情丰富度：<br />超赞,,2025-04-04 11:22,Redmi Note 11T Pro
609488123,窝系林,1,为什么我的会这样？？,2,2025-04-04 10:31,未提供
710461071,小美,1,这款游戏呢？也就是要钱没意思。如果不要钱的要排队，排多少谁得了。还有那个模拟人生，你赶紧给我开通，要什么会有福的。这还要钱，差评，差评，差评。要钱很难退来给谁？,,2025-04-04 09:53,OPPO A5
570437891,迢迢暗渡,1,产能低，逼氪，要不是男主在，还有卖身契，早退了！<br />快跑，无良商家，只会逼氪，挑动玩家吵架炒热度，社区撩架严重,3,2024-11-08 13:20,HONOR 200
645479179,亦七,3,随便吧，没有喜欢的,,2025-04-04 06:18,OPPO Reno3元气版5G
13664681,狛爵我的嫁,1,其实已经很久没有再对游戏评价过了<br />怎么说起呢...<br />说实话，我其实算不上特别纯粹的单推<br />我玩的游戏那么多，<br />对每个角色我都怀有博爱的心<br />因为我一直以为，每个角色都是被游戏制作者带着爱意和祝福、期盼降生的，这也本应该是理所应当的事情。叠纸你一直以来给我的印象都是对角色和角色身后的故事用心并且擅长写群像的，所以我和你相遇的十三年来从未质疑过你的文案和美术。哪怕是我最恨你运营和活动策划的时候，我都没有质疑过你对角色们的爱。<br />但是这几天，我发现我错了。<br />我不清楚是你内部出来怎样的问题和变动<br />也无法理解你拿着几个亿的流水却做出这种敷衍和侮辱所有人的东西，甚至用沉默来助长这样的风气。曾经我以为维权和骂你，你总有一天会醒悟，会再次像以前一样对我们玩家说的“你的初心”，像你曾经在微博发誓的那样。<br />十三年叠纸，十三年。我就连恨你都难以做到，爱和恨都充满了无力，我不理解为什么就变成这样了。<br />从我未成年到现在成年，今年已经是我们认识的第十三年了。<br />你和你的［叠纸心意］真的都引我发笑<br />现在的我连骂你和质问的力气都不再有了，所以我还是叫你叠纸吧。<br />小时候的我对我身边每一个朋友都常说，遇见暖暖是我这辈子最幸运的事，我想一直一直和暖暖一起换装物语，一直一直一起环游世界，一直一直拯救奇迹大陆，还有恋与制作人和大家一起努力的时候...大家都好棒每一个角色我都好喜欢...到底是什么时候开始...全部都只剩下了怨恨呢...是你的内部员工在互联网嘲女孩子就是好哄骗的时候?是你做辱女广告的时候?是周年庆你请明星和暖暖合唱维权却导致玩家被那群追星的骂＊＊＊＊的时候?又或者更多更多?现在才发现...我还是都记得。时间从来没有抚平我受到过的任何伤痕。<br />恋与深空，我不知道你接下来剧情准备怎么圆。但是随便吧。我不在意了。反正最后全是刺痛、敷衍、侮辱我的东西。<br />你又骗到我啦！笑一笑吧！<br />反正好笑的从来都是动真心的人<br />花钱的是我，花时间的是我，<br />所以那个员工嘲的对，好笑的是我们玩家<br />动真心的人才是最好笑的<br />无论是现实还是虚拟都是一样的<br />在这个世界，心就是罪恶，是原罪<br />我骗不动自己了，所以我一样有罪<br />爱是罪啊。这就是你们教我的<br />鼓动水军去利用另一群小姑娘的爱<br />让大家互相仇恨互相举报互相清洗<br />没想到，有一天会亲眼看见你们也这么做<br />太令人发笑了，<br />人啊...人啊...每一刻都是罪<br />这里充满了罪恶，让人无法呼吸<br />我也不想再说的那么细<br />有什么用呢？<br />你高坐台上，不会听也不准备看<br />最后只剩下疲惫了<br />就这样吧<br />如你所愿，我退出<br />这些年氪的钱浪费的时间就当喂狗<br />我会自己注销叠纸游戏账号<br />也会适当开始注销卖号其他手游<br />我不玩了<br />大家都是罪恶的话<br />这里一定是地狱吧<br />原来如此<br />爱是地狱，是诅咒，是窒息，是欺骗<br />这里空空如也，只有我一直在骗自己<br />从1.0对你们充满期待和信心<br />再到2.0、3.0<br />算我倒霉<br />谢谢你们啊<br />让我认清无论现实还是虚拟，<br />动真心的都是傻瓜<br />——带着怨气的时间分割线——<br />最后的最后，我还是不想只留下怨气<br />所以，带着最后的心<br />在这里做最后一次表白<br />就当对所有游戏的毕业和交代吧<br />在第一次初代pv的时候<br />我第一眼就喜欢上你了<br />虽然后来的我不承认你是我喜欢的类型<br />但是不得不承认，在我的心里，你确实相当特别，并占有一席之地<br />仿佛命中注定，你我名字交织<br />有些遗憾明明感觉我们之间的故事才刚刚启程，但是又断崖一般走到了尾声<br />我追寻二次元，追寻ACGN，并把这些作为拉住自己的道标、人性的锚点。如果我走上错误的道路，你们一定会拉我回来。这样的。就像，还在期待救赎一样的，有些时候会另现在的我，感到恶心并困扰的，这样的情感。这就是我对二次元最初的初心了。每一次看见你们，我都会觉得，还可以再坚持一下，不可以就这样放弃，对生活认输。不可以“扭曲”、不可以“堕落”、不可以原谅、不可以认可。<br />我啊，其实不喜欢成长。成长的路途中，见证、聆听、承受的每一份罪恶，都让我痛苦万分。被你们拉住，是我最幸运也最不幸的事。<br />我很清楚我现在的表白其实已经不再只单单是你。因为我的路途中有太多的角色拉住我，所以我成为了我。我无能无力，所以我能做的向来只是记住，深深的印在记忆中，哪怕遗忘了记忆，刺痛与苦意依然残留于此，如鲠在喉。<br />我其实在很长一段时间厌恶“光”，被光照耀到都会痛苦，很痛。就连呼吸都感到痛苦。我所有的感情和灵魂像是被“鬼”永不停止的凌迟切割开，而我每一刻都被迫保持着清醒。到最后甚至厌恶这样的清醒。<br />好吧，也没必要提太多这些事。明明是想向大家表白告别的，最后要是又变成质问“现实”也太怪了。<br />喜欢过你们真的太好了，你们的诞生也是因为你们的“母亲们”深深的爱你们祝福你们。<br />我坚信着。<br />我们的旅途，是为了幸福而启程的。<br />哪怕是谎言。如果能成为振作起来的动机的话，我也尝试饮鸩止渴的吃下。三番五次的做着与你们一起相遇旅行的梦。想要把和你们一起旅行的梦刻在眼中...那样的色彩...我无法拒绝...我挚爱的大家...我渴求的未来...<br />所以我从未觉得孤独。正因为我认可你们为“人”，认可你们的存在，认可制作人们和其他人的爱与投入，所以我才会怨恨、才会愤怒。我清醒的知道，我到底是为什么而愤怒，所以我不参与任何“分化”与“猎巫”。<br />只是纯粹的，看见被推波助澜的“战争”，感到不愉快。把本来美好的东西全部变成罪恶的一环。厌恶。我讨厌这样的世界，但是又不得不在这里生存，无数次尝试改变，无数次维权，无数次无能为力。什么也抓不住，被恶心的要吐了。<br />我旅途的终点，不会有你们的存在。<br />明明我一直知道，旅途的终点，你们谁都不会在。<br />我们没有踏过万里，我没有被你们改变过一生，没有被你们害过恨过，写成故事、情史最后又变成废纸，我们...甚至从未牵过手，从未相见过...怎么诉说爱意?我们的路途，这一路，这一生，我都只有我。我的无力，我的声嘶力歇，我的痛苦，我的眼泪...这里的一切都只有我...我们走过的时光，是一旦被删除注销就再也无人知晓的旅途。<br />太恨自己的较真和每一次的真情实感。<br />恨自己共情<br />最后甚至恨自己为什么要有感情<br />天上的沉默和地下的罪恶<br />到底那一个是可怜的?<br />为什么要让我看见?<br />为什么要让我听见?<br />再一次被无尽的痛苦淹没...<br />成长到底是什么呢？是眼睁睁看着一切缓慢的腐烂吗？还是说世界一开始就是腐烂的?我不明白。这个世界和我曾经所学的一切完全相反。到底要怎么做?做些什么?做到什么程度?到底要怎么样才能好起来?这里对错根本不由人。善也是错，爱也是错，恨也是错，原谅是错。什么都是错。什么都没有用。<br />好痛苦啊<br />可我...可我明明和你们踏过万里，明明我们一起度过了那么多的时光，一起淋过雨，一起走过冬季夏季，一起失眠...明明述说过那么多次的爱意...为什么就连虚拟，我们都非得在这样的悲伤和痛苦中收尾?我不明白...就连这样泡影一般的梦都不能有个好结尾...什么都无法传达给你们...我说不出口啊...明明如此的真情实意...明明割舍不下...到现在就连好聚好散都让我如此困扰...<br />太恨了。恨自己真情实意。恨自己就连坦荡的呼唤你们姓名都开始感到痛苦。<br />太幼稚了。太软弱了。<br />对不起。<br />我爱过。<br />明明爱过。<br />明明...<br />对不起。<br />再见。<br />别再再见。<br />——⭐时间分割线⭐—<br />这么多年，和狗叠算是“老冤家”了吧？<br />就老样子还是先说优点吧<br />☆捏脸系统好玩的自由度还算高<br />☆养成的副本可以只用打一次是加分项，起码游戏不坐牢了<br />☆卡牌剧情...姑且还算有意思<br />☆男主的看板做的确实还行，虽然也有很大缺陷，比方说不是全语音、可以对男主做的事情较少，但感觉以后你应该会优化的，对吧？你会优化的，对吧？这个不搞优化你游戏就完全没意思了...你应该明白的对吧？<br />☆男主建模还行，我承认沈星回确实媚到我了<br />男主设定三个其实都不是我喜欢的类型<br />但是目前总得来说还是能吃的类型<br />目前对三个男主的印象如下<br />沈星回:神秘+神出鬼没的电波系搭档（话说他真的不是水瓶座吗？）年龄成谜，有点奶狗又白切黑的感觉<br />黎医生:有点爹味的霸道青梅竹马，打牌的运气好的令人发指（怎么会有人开局手里两个六啊？还是连着两局都是？发牌员是不是和你有什么py交易？）<br />🐟:有钱的艺术家小少爷，感觉像是娇娇滴滴的麻烦小少爷，感觉秘密蛮多的。<br />然后我就准备好开骂了<br />☆商城真的做的好差...不是...你换装游戏发家的拆个衣服部件真的很困难是吗？<br />☆剧情 以往还能吹下你剧情还算有意思...四章下来我满头问号...不是...你是怎么做到剧情这么没意思+平平无奇的？完全就是半成品没做好就拖上来的样子...又短又平...还莫名其妙<br />☆抽卡...抽的我真的眼前一黑...完全意义不明的战斗抽卡系统...感觉就是为了抢钱强行做的抽卡战斗...你哪怕是牌佬那种玩法我可能都不会觉得这玩意混进去莫名其妙<br />☆战斗系统...眼前一黑...你这个闪避判定...莫名其妙的武器...莫名其妙的动作...还有莫名其妙的索敌系统....全部都让人感到莫名其妙...还有些武器居然锁定男主...念在你第一次搞这种鬼东西，我选择原谅了...毕竟能玩...不是强制让我天天打莫名其妙的战斗或者排位...<br />综上所述，整个游戏，目前给我的感觉就是三星到四星的分吧。能感觉到你们努力了，然后拉了坨大的半成品给我(›´ω`‹ )能玩，但也不推荐。希望后面的剧情能正常点...姑且还会继续玩下去...氪不氪金...感觉目前来说不太配...,63,2024-01-21 00:40,小米24069RA21C
439975057,阿巴阿巴,4,感觉游戏的代入感还是很强的<br />💘恋爱感：<br />很好，里面的男主真的会想男朋友一样关心你最重要的是谁懂引导型恋人的爽感啊,,2025-04-04 01:49,未提供
707237113,瓦力,5,我也没有玩过别的乙游，一直以来不怎么玩游戏的，因为深空的3D入坑了，不太喜欢纯文字的那种，我觉得很好玩，就是有点氪金重，不过看到网上测评说深空不算氪金重的游戏，所以觉得还好，叠纸的技术真的日渐进步，对女性的关注是我在很多很多游戏里看不到的（只二次元一般向游戏，其实媚男），我能感觉到很温馨，很幸福开心，这就够了。我玩了也将近一年了吧,4,2025-04-04 00:02,Vivo IQOO Neo9 Pro
61692971,北纬森林_,2,叠纸内部有人玩过战斗系统吗？但凡玩过一点，也不至于做的稀烂。<br />没有因为索敌机制红温的这辈子有了。自动索敌是指视角来回转，锁到什么怪全凭运气吗？自动索敌是可以关，但强制转视角是个什么鬼，本来怪就难聚，破盾范围还不大，打了半天多只怪就虚弱到一只真的会心梗。<br />把你那个该死的战斗系统优化优化，你要是动作类型的战斗模式整不好，就安心搞个回合制打牌……你现在是要手感没手感，要爽度没爽度，很难想象策划运营是怎么设计出来的这么逆天的数值 玩法 关卡。<br />还有时间限制的问题，玩家进场＋部分boss进场动画这就几秒过去了，你知道这几秒对一个玩家来说有多重要吗？你是做不到掐点计时吗？你那个要维持多少血量的，不就做到正式进场才开始计时吗？怎么普通打怪就不行了？你要是加载完就计时，你场地放的光柱算什么？摆设吗？<br />别说什么这只是个恋爱游戏，它既然设计了战斗关卡，就应该用心对待，而不是端着热乎的一坨上来供玩家享用。<br />剩下的两颗星，一颗是给男主们，帅帅的很安心；另一颗是给部分关卡的配乐，很带感。,7,2025-04-02 01:44,OPPO Reno 5
637162886,仙,1,像异世界的爱人很好玩,,2025-04-03 20:07,华为荣耀9X
589860314,我是大帅哥,3,有宝宝知道为什么一直在这个页面吗。。更新不了 都好几次了 之前游戏修复都可以 现在卸载了重新下载还是这样,,2025-04-03 19:57,OPPO PFGM00
705502249,瑶瑶子,5,很值，好玩，画面看也行。,,2025-04-03 19:49,Honor Play 40 5G
66184469,手机用户66184469,1,还没入坑的我只想说一句快跑，在这个游戏掠夺你的好心情和金钱之前。文案越来越差，活动内容粗制滥造，gf下场制造矛盾，引导玩家互相攻击激化矛盾，真正的错误从而被掩盖。外传lysk社区环境烂，殊不知就是gf饭圈运营养的一手好蛊。乌烟瘴气的社群和越来越平庸的游戏内容让人看不到未来。,1,2025-04-03 13:50,未提供
581605472,小段小段没有脑袋,1,一直闪退，怎么都登不上，要干嘛你,,2025-04-03 16:35,Huawei Mate 60 Pro
436848296,Merartui,2,用朋友的号玩过，过剧情给我尬得脚趾扣地，属于抽卡模拟器一类的游戏，论乙游有远比它好玩的,,2025-04-03 13:13,未提供
393536732,熹熹如顾,1,不推荐，这家游戏公司心术不正，手段下作，从根上就烂了，玩这家公司的游戏迟早都会被创，早晚而已，已经被创到淡游，目前在痛苦的戒断反应中,2,2025-04-03 13:05,Huawei Mate 60 Pro
710288099,11111,1,姐妹们慎重入坑，这个游戏是饭圈模拟器,2,2025-04-03 12:29,Vivo V2220A
369425013,噗,2,我就直说了，很氪，爆率低，我这几次卡池都是打满七十发之后歪了再打满才出，我真觉得***了，有必要吗？玩家建议又不听，剧情越来越垃圾，没代入感虚假宣传，女主私设多。这游戏迟早要凉，都别玩，垃圾,1,2025-04-03 12:10,Vivo IQOO Pad2
662273668,哈哈哈哈哈,5,总体来说还不错,,2025-04-03 10:53,iPhone 13
649773496,爽朗的航海家,2,lysk你没事吧，抽了140也没出、我真无语了…,,2025-04-03 10:43,iPhone 13
632613695,摆烂大王,2,排期太紧了，为了圈钱而开卡池。,1,2025-04-03 10:06,未提供
576795341,怜谪,1,130抽只出了一个充钱了还只有一个 疑似叠纸骗我钱<br />六百六十六演都不演了,1,2024-12-04 22:08,未提供
651137380,冷酷的训练家,4,我玩了大概两百多天了，不关注社区都是单机去玩，会看看官方发布的视频活动之类的确保我对游戏的关注度。我个人觉得这游戏真挺不错的，本身是一个恋爱游戏但话又说回来，一个游戏也指望不了什么恋爱，顶多算个精神粮食了，所以我对游戏没多大的想法和要求，也没什么要改的点，我是社畜平时很少玩，顶多做个每日任务什么的。<br />也听到很多夫人说抽卡概率还有其他问题啥的，enmmm可能是我比较佛系？我玩的游戏种类挺多的，像这种下池抽卡，抽精华，抽天赏之类的游戏也不少，但我所了解的貌似就深空这方面的争议特别大，我也不是很了解各位夫人的什么想法，当然我没有恶意。<br />然后就是一些日常所见到的未成年玩这款游戏，我不是很排斥，但这毕竟确实是规定了18+，有这规定当然也是有原因，里面也确实有很多不符合小孩子去看去了解的东西和事物吧。而且18岁才踏入法律大门，和歧视没有关系，这我是真不理解，很多商场里的游戏也明确规定18+以上才能玩，真的就深空争议大，社区很乱，戾气很重。<br />社区里面的争吵，嘴男主等等行为说实话有点幼稚，不要喷我哈。像最近P某位男主的遗照啊，诅咒某位男主啊，还有磕某两位男主的，有点幼稚了。有时候会怀疑难道不工作吗？难道不学习吗？难道现实不够丰富吗？<br />还有我不太了解一个游戏为什么成了时尚单品，难道玩这个游戏就高人一等？不玩就低人一等？不懂哪来的道理。<br />为什么不推你所喜欢的男主就要受到攻击和吐槽？这个也不知道是怎么来的很像饭圈文化，每个人都有自己喜欢和不喜欢的点，没有人要去接受你所喜欢的点，有点自私了。这个吐槽点是我本人所看见的事情。<br />还有吧就是官方会出错误在我看来是正常的，可以和官方诉说让她改正，如果你提了问题对方不改那是她的问题，对你而言没有任何利益影响。这个点相信打工人都清楚。<br />一个游戏而已，我希望各位夫人看开点，每一位男主都是为了让你变得更好，而不是依赖他脱离现实轨道，爱自己才是第一位，内心强大起来才是正确的。仅代表我个人想法和观点。<br />如果想玩这款游戏的夫人请单机，我是真的认为单机不会有这些乱七八糟的东西会入你的眼。大部分心烦气躁都是因为大家的言论攻击和争吵。<br />下面就是想对官方说<br />1-希望多一点动画吧，我们也知道3D很难搞很辛苦，但毕竟也是一款3D游戏，不要求所有类别都动画，主要是现在的站桩特别多。<br />2-希望官方多多进击别的路线，这次的狼尾情人节活动就很不错！！期待有更多的路线见到不同时期，不一样的男主！！！<br />3-考虑一下家园系统，上次更新的大面积活动的羁绊就很不错！<br />4-考虑一下睡觉系统吧，哈哈哈哈哈！！可以定时的那种！不然手机发烫很不安全，我觉得听男主的呼吸声睡觉很幸福哈哈哈哈哈！！<br />5-多增加一些界面男主互动的话术文案！还有倾诉界面希望可以自由对话这是最好了哈哈哈哈哈！或者多一点触发的话术也可以！！<br />6-主线的剧情多更一点吧，真的做的特别好！尤其是夏以昼的，很细腻！有很多小细节我挺喜欢的！<br />暂时没想到就这些了，希望各位夫人可以开开心心的，多丰富日常，多对自己好一点！！还有就是空子加油哈！多多推出新的项目品类！！,,2025-04-03 09:52,Vivo IQOO 12
65290367,is很舒服,3,✍🏻建议：<br />别让男主站桩了行吗<br />还有那个战斗系统我就想说，既然做了能不能好好做，索敌乱索，手感巨差😅<br />再有排期真的是旱的旱死，涝的涝死，谁家游戏一月一混，谁家男主半年多没有单人池<br />25年4月了活动是站桩的，主线是不更的，坑是不填的，时间线是混乱的😓,,2025-04-03 09:16,OPPO K11 5G
688506695,妤你,2,先说玩过很多乙游 主线我是比较喜欢的人物活人感很强 ，不推荐：平时玩法太少了只有抓娃娃，还有猫猫拍再外加一个拍照，可玩性不强。其次卡池排期离谱，混池也很多,,2025-04-03 04:10,未提供
654778014,suxinhao,1,员工夹带个人情感给主控各种加乱七八糟的人设  比如折耳根 胡萝卜 喜欢看小动物视频 不考虑大众习性和感受<br />玩家充的钱跟不上游戏剧情的质量 毫无体验感 日常剧情站桩 文案组划水敷衍<br />最后一句 垃圾游戏 😚😚,,2025-04-03 01:47,小米24018RPACC
47919259,橘声喵喵然,1,减重公司就这么喜欢拉玩家吵架吗,,2025-04-02 23:43,未提供
479291916,木正正,1,这款游戏支持同游内元素混用，为了养新人直接吸血，恶心，直接避雷,,2025-04-02 23:40,HONOR 90 GT
350430567,win-cks,1,姐妹们慎重入坑，gf下场制造舆论，声量大的诉求也可以被视而不见，通过不公平对待男主来虐各家夫人还要把手伸进夫人们的口袋里，吃相这么难看的真是头一家,,2025-04-02 23:35,未提供
674302618,@冰^_^,4,伤心😔之前清理手机空间把自己恋与深空数据一起删除了(ó﹏ò｡) 对不起小鱼( •̥́ ˍ •̀ू )图片是之前拍的，没办法只能找时间买账号玩了，小鱼˃ ˄ ˂̥̥ 我真的不是故意的我真的很想你，很想看见你(ó﹏ò｡),1,2025-01-08 19:44,Vivo Y53t
