用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
501897587,沈钰,4,好玩大家都很友好<br />求监护😭,,2025-04-04 16:37,Honor Play 20
468877710,匿名网友阮小姐,3,有朋友可能会很开心 没朋友就有点无聊了呢 当一周目游戏可能是很好的体验 我很喜欢第一次过完剧情心里那种感动的感觉<br />虽然在游戏评价说这个不太合适但是社区氛围…不太好 毕竟每个光崽后面都是活生生的人 光遇也挺依赖社交玩法的 社区氛围不好 多多少少也有点影响游戏体验吧<br />但是很喜欢初见这个游戏时那开心的四个月 那段时间真的很喜欢光遇,,2025-04-04 16:36,未提供
709735282,User709735282,5,除了肝都很不错,,2025-04-04 16:28,未提供
552126149,闲云.,5,我们不叫孤狼，我们是一往无前的独行者 说浪漫点，我们完全自由,,2025-04-04 16:12,华为荣耀8X
643258260,1.番茄炒蛋,5,找个监护啊，不是一时新鲜的，我是女的,,2025-04-04 14:49,iQOO Neo 5
434330338,归零ᥫᩣ,5,超级好玩！！不开玩笑！！,,2025-04-04 14:28,Vivo V2054A
485085610,婉,5,我玩这游戏也怪长的了，一直都想要个无翼，就来下这里的光遇了,,2025-04-04 14:19,OPPO Pad 2
608695246,霞,5,玩了四年了，有退游的时候，但是没有删过游戏，很喜欢自己的崽子，也不舍得。很喜欢的一点就是不管什么时候再次打开游戏，都可以和平常一样玩,,2025-04-04 12:55,Vivo Y55t
710995436,魚,5,光遇启动！！！,,2025-04-04 11:47,Huawei Nova 9 SE
653521584,青简,1,更个新把我号更没了，什么意思？,,2025-04-04 11:08,OPPO Reno标准版
359835211,言湫十里风,5,渠道服怎么换绑？,,2025-04-04 10:04,未提供
663379041,沐,5,可玩性高，但受不了一个人的别玩,,2025-04-04 09:06,华为P30 Pro
433419407,小绪,1,不是，怎么每个月都要更新一两次，我真服了,2,2025-04-04 08:33,Vivo V2156FA
421001800,🐰,5,玩了1年多的时候发现是渠道服，舍不得就继续玩了 ，现在下了官服，弄了个无翼，现在大概快3年了，第一次玩一个游戏这么久，虽然我是孤狼，一共加的人不超过15个，加上了也没一起玩，大部分都是我自己一个人在跑图，当时还有点想退游，又不想错过复刻。<br />说实话我连去暮土聊天都不敢，不知道为什么🌚,1,2023-10-06 10:31,iPhone 15 Pro Max
709310095,빛과 그림자,5,好玩好玩，画面👍🏻,,2025-04-04 07:15,OPPO A3x 5G
610866193,情,5,好玩爱玩，就是没人陪,1,2025-04-04 02:41,Realme真我V11s 5G
710540723,景喻99,5,还可以就是有点孤独😕😕,1,2025-04-04 02:22,Vivo NEX A
1501192,别问我是谁,1,经营这么久的光遇还是这么烂，我跟女朋友明明都在线，他却提示我是离线，咋滴，我成幽魂玩家了呗，还有bug真多，四人门本来就很难集齐那么多人开，有人搞了可以穿墙过去，结果过得去一半就卡住了，只能在原地打转，纯恶心人是吧，还有任务，天天任务搞那么难，难怪现在越来越没人玩，活该你倒闭,,2025-04-04 00:07,OnePlus Ace 2
425220251,重生之大女主,1,怎么说呢，游戏里边建模歧视比较多，一般没有太多好看的衣服，是不会跟你交朋友的（不是概括所有人）之前刚入坑，不太懂，然后用的魔法，觉得这样穿很好看，然后对方以为这个装扮是我本来就有的，后面魔法时间到了，他看我是个萌新，直接给我丢了😂也遇到过好人，但是转头就没有再见过，都有自己的圈子，还有找的监护，第二天就直接不理你，而且这里边还有很抽象的人，就是不正常 现在对这个游戏已经无感了,2,2025-04-03 22:24,未提供
702712475,玄尘羽,5,要带监护跑图，又要带崽子跑图，又要带同学们跑图，但是跟他们在一起很开心,,2025-04-03 22:21,Vivo V1945A
703230088,阿也,5,真的很喜欢这个游戏，认识了很多朋友(◍•ᴗ•◍),,2025-04-03 21:56,Vivo Y37
646911375,初代恶灵骑士,5,游戏真好玩，我跟大佬玩的很好,,2025-04-03 21:55,华为荣耀8X
710918693,若！，？000,5,好玩，还有很多大佬带,,2025-04-03 20:35,Vivo Y55s
651085136,折柳,5,有时候会玩，都是在陪朋友，现在要买号了，真的再见了,,2025-04-03 20:17,小米Mi 11
503666088,亮～,5,来个当我监护呗😍😍😍,,2025-04-03 18:53,Honor Play 30
707851210,^哇_哇^,5,好玩儿，好玩儿～<br />还有监护带我拍照耶～😉,,2025-04-03 18:16,未提供
653972689,🌊,5,这个是官服吗,,2025-04-03 17:59,荣耀 X30
707183626,木辛,5,不错，就是bug有点多，有些bug很好，但是有些bug不好，希望能改一下，尤其是现在献祭的时候，只要我和好友一块献祭，我们俩都死了之后，如果还有别的小黑的话，我这边界面就会卡bug，特别奇怪,,2025-04-03 17:49,华为畅享9
648786694,✐ℳ₨羲๓,5,声音好小，听不到乐器弹奏,1,2025-04-03 15:27,华为荣耀9X
364534977,梦纤凝,1,谈了个对象，在里面找了一堆监护，跟每一个监护的绿我一次，看到这个游戏我都有阴影了。,,2025-04-03 13:08,一加手机13
644409817,春日有瘾,4,光遇是一个很舒适唯美的游戏，音乐画质都做得非常好！如果是和朋友一起玩的话平时拍照也很好看，不过还是有非常多人很孤独，不愿意社交的话很难玩下去。跑图，交友，换装，打卡景点久了会腻，但是也会放不下自己的光崽和好友。在治愈别人的同时，自己也变得越来越好！<br />真的很喜欢光遇的风景，肝不来的不建议玩😚,35,2024-09-05 18:16,Vivo Y100
633484520,kk,5,好玩，风景唯美，温馨,1,2025-04-03 09:33,小米Xiaomi 14
653030654,利利喵,1,给小王子开挂了，根本找不到,,2025-04-03 05:20,未提供
441646359,雾散,3,我真的很讨厌这种老是挂机的，本来心情就烦，还遇到这种，所有人都在等她们，都从温柔姐变成暴躁姐了,1,2025-04-03 02:04,Redmi K60 Pro
413732766,嗣位,1,光遇真的一年不如一年，本就是休闲娱乐社交游戏，现在每次复刻所需的白蜡一直不减反增，现在要投入更多的精力去体验这个游戏。操作方面有很多问题，边缘判定，以及人物的操作性都感觉别别扭扭的。强制动画更是非常不理解，每次跑图都要强制玩家去看，跑图本身就是想迅速解决的过程，非要在这个过程中增加难度，让玩家感觉别扭,2,2025-04-03 00:51,Vivo IQOO Neo8 Pro
693218355,迷失的小熊,4,为什么更新后登陆进去变成新号了，有和我一样的吗<br />😟😟😟,,2025-04-02 23:29,OPPO Reno10 5G
709573965,z.t,5,这款游戏画面温馨，可以用蜡烛换自己心爱的衣服，个人感觉很好玩😋,,2025-04-02 19:40,Huawei Nova 10
646857156,幻,4,不是在这个上面下的都是什么渠道的,,2025-04-02 19:28,红米 K70
681401453,南桅倾向晚,5,太好玩了，非常喜欢<br />非常喜欢这个画风♥(｡￫v￩｡)♥,,2025-04-02 18:30,未提供
711091861,我就看看你.,5,光遇真的是一个特别好特别好特别游戏，很治愈也很正能量👍🏾 。,1,2025-04-02 18:25,iPhone 15
630626672,裴裴老师,5,好玩，谁要一起玩😋😋😋,,2025-04-02 16:14,OPPO Find N
656522989,小哄.,5,谁可以送我小王子斗篷啊😣好喜欢那个斗篷,,2025-04-02 15:29,Honor Play 40 5G
697932793,逃跑吧少年夜慕,4,🍃舒适感：<br />画质不错（个人）<br />音乐不错<br />环境有点差,,2025-04-02 06:38,华为荣耀9X
594593920,寂落𝒟𝑎𝑦 ³⁹,4,我已经退游了，玩了差不多半年，确实很好玩，但是我已经没有坚持下去的动力了,1,2025-04-02 04:21,Vivo IQOO Z9 Turbo
418104802,守护者,1,我算是老玩家了，传送过去蓝玫瑰丛找不到，原来是这里之前做好的给我清零了。想气死我就直说,1,2024-09-04 08:28,Vivo IQOO Z6x
641169529,心的誓言.,5,只能说 好玩！！！😋😋😋,,2025-04-02 00:46,Vivo S19
417709360,l·,1,21年入坑 到现在 刚开始玩的时候并不知道渠道服官服 那时候已经充了鹿角 也开始买季卡 一次偶然刷视频才知道有渠道服和官服 说真的，真的很无语 换了不同品牌的手机 就要去下载应用商店 更新也麻烦 很烦啊 为什么不全部弄成官服 还有这次上线的蓝色玫瑰 为什么苹果和安卓不一样 安卓少了一块<br />还有在这个游戏遇见了各种各样的人 什么奇葩都有 还有那些涉黄 找主人 小狗 的，我劝你们收敛点<br />我还要吐槽 这个游戏的礼包太贵了 要是再便宜一点就好了 感觉有些不值100多 有些季卡的季节感觉都不是很好看  越来越敷衍了<br />还有就是感觉好肝啊  很累  每天都在过节   不停的过节 然后又要去找代币  在这期间  还要大量的花时间跑图  换复刻   我想说  谁有那么多的时间，每天都跑图  还要做任务找代币<br />要不是买了季卡  早就想退游了   环境越来越差<br />那些迷惑人 建模歧视 还有骗季卡  礼包换心  真受够了<br />互火可以找我<br />最后祝大家天天开心,2,2025-04-01 23:19,未提供
56957366,香肠派对鲨鱼哥,4,玩了1千多小时了<br />对这个游戏热爱过，也放弃过，自从更新代币过后，我对这游戏的喜爱大幅都下降，虽然有着1千多蜡烛，经历过几年的游戏社交过后对社交没有太大兴趣了，对游戏感觉越来越无聊ヽ(ー_ー)ノ,,2025-04-01 23:10,Vivo Y300 Pro
582031395,酷爱抽卡的音乐家,5,好玩爱玩,,2025-04-01 18:31,iPhone 15 Pro Max
705897745,泽洋树理,5,喜欢好看 就是有时候比较卡,,2025-04-01 18:18,OPPO A11x中国版
670384646,猫幼、爱芙芙,5,啊这个是官服吗？我玩的那个是渠道服我也想试试这个下的是不是官服呀？T^T,,2025-04-01 18:17,小米2312DRAABC
114867009,白白灵啊,5,好玩爱玩，一天不玩我身上就有大象在爬！！！闺蜜闺蜜想不想和我玩sky光遇喵喵喵！！！啊哈哈哈哈都去玩，我看谁不打好评，每天上线做任务就下太有意思了，活动代币太好找了！！！不断季我要天天上线，白天上班，晚上上光遇上班，太好玩啦！,,2025-04-01 15:47,未提供
364468799,可可,5,好玩，有很多好人，但是也有迷惑人，在伤心的时候可以去雨林挂机听雨声 也可以和好朋友在很多景点打卡，无聊时可以弹弹琴等等,,2025-04-01 13:15,未提供
690716292,TvT,5,双新爆灯🥺💗,1,2025-04-01 11:56,未提供
699288810,温泠,1,我真受不了了，一个孤狼萌新，运往前趴的动作，运了一上午没成功，太权威了！！😅😅😅,,2025-04-01 09:18,OPPO Reno12
364328507,予安忱,5,光遇真的是一个很好很好的游戏，很治愈也很正能量，但是太容易消磨一个人的耐心和热情了，我断断续续玩了4年了，从最开始的集结季到现在，中间也断过季节，以前的目标就是攒很多蜡烛，但是现在蜡烛再多却没什么用了，一个又一个的活动全部都变成了代币兑换，只剩下花不完的白蜡，我知道这一点对于萌新来说确实很友好，可是对于我们老玩家来说，我们攒蜡烛本来是为了在以后没时间玩的时候，可以把那些活动物品全部一下子换完，结果现在活动每天的代币限制却让我们又不得不上线跑图，我觉得这真的很累很累，好像我最初存的那些白蜡烛就像个笑话，但是我也不否认，他的确因为这个设定有了很多更新奇的玩法，只不过是对于我而言很麻烦，很无聊，我根本没心情去体验他这些新玩法，新活动，新任务。还有前几个季节出的云巢这个新家园，除了那时候的几个活动偶尔带着目的和去几次，还每次都先找好了攻略，直奔目的地，所以我到现在都还没摸熟这个地图，我也对这个地图真的很不感兴趣，每次回到我熟悉遇境，那些萌新都不知道这才是最初说回家的家。现在这个游戏给我的感觉除了累还是累，但是又不想像之前退游一样错过很多物品，所以只能找了长期代跑，非必要时候绝不上线，算算到现在我大概有半年没有好好上线逛一逛了，这次也是刚更新活动没两天心血来潮发现还没给打分就顺便来评论一个。不要觉得我们老玩家是装高冷，我们真的对这个游戏提不起来很大的兴趣了，我在最开始的时候也是对这个游戏充满了热情的，那个时候买心还查的不严，一下子就去买了四百颗进房间送，接心接了几个小时我永远忘不掉，又天天把图跑满，三个月就全图毕业，4个月去做了陪玩，做了代跑。我没有找过监护，全都是从网上各种搜攻略，后来我发现这好像才是成长最快的方式，那些找监护的真没见过几个能学到真东西的，那是我最熟悉这个游戏每一部分的一段时间，但也都是过去式了，现在一去哪个大厅就是各种处关系的，每次开场就能把我干沉默当然也不是全部。上次看到一个萌新弹琴真的很有感触，想了想自己曾经也是当过琴陪的，跑去角落掏出吉他又发现一首谱子都想不起来，抬起的手不知道往哪放，那个时候我才真正的意识到我好像已经跟这个游戏产生了代沟，越是这样我就越不想上线。曾经熟悉的东西全都变得无比陌生，那些新的跑图技巧跑图路线跑图方法我全都懒得再去了解，好像在萌新眼里，我才是真正的萌新。但是即便我现在对这个游戏失去了所有的热情，我也不否认它真的是一个很好的游戏，所以我还是会给五星。,124,2025-04-01 01:54,小米Xiaomi Pad 5
486696100,七言盼,1,云巢那边有很大很大的风墙，根本过不去  任务一都没办法做 重启了多少次都没用一直都在显示“寻找满怀希望的管家”<br />烦死了，几个月后仍然有风墙,,2024-02-15 21:35,Honor Play 5T
701250599,致爱,4,玩这个游戏也快三年了，<br />🎮可玩性：<br />⭐⭐⭐⭐<br />🌃画面音乐：<br />⭐⭐⭐⭐<br />✍🏻建议：<br />礼包贵!要听玩家的穿搭设计，而且活动太紧了，导致很多人开挂，不要把活动安排太紧凑，给玩家放松，这是自由的游戏，某遇是不是已经忘记了最开始的初衷?还有，建议把全图大蜡烛固定，一直在。<br />最后，晒一下我不舍得删掉的，喜欢樱花~,54,2025-03-31 23:51,小米 Redmi Note 9 5G
627481244,蛋黄派,5,闺蜜闺蜜想不想跟我玩sky光遇喵喵喵,,2025-03-31 23:29,iPhone 13 Pro
709960953,郁宁,5,挺好的，除了占有欲强😄,,2025-03-31 23:02,Vivo IQOO Z9
115542971,我跟网易不共戴天,4,不哥们禁阁这个卡视角多少年了都没修😂,1,2025-03-31 22:50,Vivo IQOO 13
321144398,逃脱爱,5,风景很好看哈 大家也都很热情 玩了好几个季节了 小王子季入坑的 虽然后续也有很多人退游但是不妨碍我还在玩哈哈哈哈 推荐你们去玩,1,2025-03-31 22:50,小米13
52494779,布洛妮娅,5,最熟悉的陌生人,,2025-03-31 22:33,Redmi K70 Ultra
5562878,Inncoent,5,开服到现在每天都坚持在线，坚持跑图，复刻全齐季节全齐氪金物品全齐，因为我真的很爱这个游戏，玩法也独特，从开始玩光遇，别的游戏就再也没碰过了。不过，这游戏玩久了就是容易无聊，所以沉迷带萌新，有印象内会我自己也是个萌新，所以从萌新开始带萌新，不过带出来的萌新也还争气，接连全图毕业。我自己九月底全图毕业，十月去学了弹琴，又肝又氪，现在也成为别人口中的大佬。<br />从今年开始，我就一度想要退游，因为环境逐渐变差。我有时候跟我带的萌新开玩笑说，我好怀念刚开服那会，大家都没有裤子，穿着花花绿绿五颜六色的斗篷，打着赤脚，大家都是很好奇很兴奋的样子，喜欢在一起讨论地图探索，各种攻略。现在基本上去云野暮土大厅，除了各种狗血吃瓜，找崽子爹妈，cpdd，就是换装攀比，各路挂哥，一般路过搞颜色小黑。还有服装鄙视链，只要不穿毕业头就是在装萌新的阴谋论，我个人真的不是很喜欢毕业头搭配（单纯收集狂魔），有很多氪金道具买来也没穿过，就老是被人阴阳怪气，大佬装萌新<br />虽然我真的很喜欢这游戏但是，我还是只想给三星<br />开服到现在都不修的沉船图黑屏（现在还有云野山洞进图白屏），忽高忽低的画质（圣岛季截图自带方格马赛克，预言季修复），没有干净的录屏，对外挂举报查的不严（就我的好友里就有好几个开挂跑图，至今健在），有时候因为一些入坑晚啥也不知道的小黑举报我开挂，就很生气，游戏环境变差，就我所知的几个低龄好友（大概12岁左右）根本没有防沉迷，说话不知道是童言无忌还是恶语伤人，搞得人有时候很尴尬，还有一些不分场合ghs，感觉有被性骚扰到。<br />另外现在我已经不跑全图了，所以每天上线互完心火之后就只剩下弹琴聊天，偶尔传好友蹭蹭图。虽然老是想着退游，但是每次上线看见他们热情的跟我打招呼，要抱抱，就觉得心里暖暖的。很多好友从开服陪我到现在，我老稀罕他们几个了，所以退游这件事，就下次一定吧，大概这就是光之子养老生活吧。<br />小光争争气，多搞点活动，开新图，修bug，增加点可玩性吧，要不然根本留不住人🙏<br />二编<br />太草了，新增网卡闪退，设置音频关闭光崽还是会哑，暮土和遇境换衣间光线太暗，动作光效时不时丢失，没有光效的🎉动作就是瞎比划，依旧很多开挂玩家没有被抓，嚣张至极，社交环境越来越差，日常养老弹琴被整蛊，活动太密集了，连肝带氪，👴要顶不住🌶！<br />三编<br />虽然但是，从开服一个人到现在，每天上班一样做任务。以前做完任务还会去大厅找小黑玩会或者聊聊天，现在满大街未成年cpdd，暮土大厅全是挂哥，云野成双成对搞颜色，各种狗血**；我是安卓官服，从欧若拉季开始就经常出现卡屏黑屏闪退，尤其是卡屏，做一会任务必卡两次。我玩光遇很久很久了，期间玩坏了两个手机，不得不说光遇真的很废手机，我玩的网易别家的游戏也不至于这样（第五人格除外）。<br />这次欧若拉季的演唱会真的很喜欢（加一张中午演唱会截的图），每天必看一次，希望小光以后多搞点这种，修修破烂服务器，优化一下安卓的画质，还有！优化举报机制！我举报的挂哥好友至今健在！！而我本人因为一些道具少见，被萌新举报，真的很栓Q啊😭<br />（最后私心d一个固玩，年龄不要太小就行，不卡性别活的就行，另外不要玩两天就跑路那种）<br />④编:结束啦，这是我与光崽宝宝的最后一面，这么多年一直是一个人，真的很难受了，号已经出掉了，此评论仅纪念我的整个大学时光❤️,253,2021-03-25 13:06,Redmi  K70 Pro
590259641,长安某,1,更新不了，只能下载又不知道是什么 Bug,1,2025-03-31 19:38,OPPO Reno3元气版5G
676352311,璟.,5,还行 只是一直串线,,2025-03-31 19:34,未提供
43868667,雪落,1,我是22年退游的，今天看到了又想回去看看了( ˙-˙ )我最肝的时候还是武士裤复刻的时候，天天跑全图，分屏开两个号跑，后来小号卖了大号也在退游的时候卖了，没什么觉得可惜的，那个时候的我已经从：没有漂亮衣服到肝到了喜欢的衣服，已经可以给自己打扮的漂漂亮亮的。从：有朋友一起玩，跑图都是背着跑到上线也看不到熟悉的朋友，不熟的不敢找，找了发现别人有朋友的尴尬的茫然，每天上线就是跑一个图的大蜡烛和练琴，想找小黑玩但是没碰到过有趣的人。最后自己最后一次献祭，从晨岛跑到最后找完所有小金人，看完所有的好友，和关系好的说了一句退游拉黑随意，留了一个留影蜡烛就再也没回来过。23年的时候还上过一两次小号看看，发现实在没什么吸引我的，就一直没想过再回来。今天突然想回来看看了，其实现在的我对这个游戏来说算是萌新了，两年过去了，改变的都变了，我很庆幸当年在光遇认识的朋友到今天还一直在联系(⌯︎¤̴̶̷̀ω¤̴̶̷́)<br />附上一张和汤圆的照片，一张留影蜡烛第一次点赞破百的照片，一张退游那天的照片。,2,2024-09-26 17:32,未提供
690478801,.,1,官服怎么更新变成渠道服了？,,2025-03-31 17:02,OPPO PGGM10
470677384,一只柠檬,5,原来两年前在苹果上玩过一年，很喜欢当时的游戏氛围，现在回归找不回原来的感觉了,1,2025-03-31 16:46,荣耀 X30
354333811,本,1,游戏太好玩啦，打六颗🌟，这是多出来那颗嘻嘻，,1,2025-03-31 15:52,Redmi K40 游戏增强版
679269818,初绪病,2,我去怎么这么无聊,,2025-03-31 13:31,OPPO K7x中国版
521412915,李淼,2,这个游戏太致郁了，而且玩着玩着就想睡觉，天天都是跑图啥也没有连一个陪我跑图的都没有😭玩不起,,2025-03-31 11:32,未提供
708475462,你好,5,我的有周六周日晚上八点和九点才能玩，那是不是八点玩的九点了，那是不是可以玩久一点了,,2025-03-31 02:10,OPPO A56 5G
672683613,繁音,4,啊，我是萌新，不知很多事情都不知道，而且里面很多人都骂我装萌新。,,2025-03-31 01:28,魅族21
708039814,User708039814,1,我在这下，下的还是渠道服？😂，那我官服号咋办？,,2025-03-31 00:40,一加手机Ace 5 Pro
652661290,衿^,4,《光棍》这款游戏非常的好玩啊建议大家一起玩,1,2025-03-30 23:12,未提供
424617414,A0,3,不耐玩，玩久了就无聊了,,2025-03-30 22:48,未提供
113802104,User113802104,5,玩了很久就会知道这里面有很多遗憾加油,,2025-03-30 21:51,OPPO A7x中国版
695837826,cn猫猫,5,超好玩在里面我永认识过很多朋友，挺治愈的小心被p皮瞎给撞飞。我要当错别字一姐，咯咯哒,,2025-03-30 20:10,小米Mi 11 Lite 5G
345841676,神明亦难渡吾,5,对于我来说光遇的确承载了我很多的回忆，开心的难过的，不可否认它曾经的确是我的心头爱，但是我也感受到了它在一点点的变得陌生遥想当年我许下过一辈子不退游的愿望，可依稀记得上一次打开游戏还是过年那会，不知不觉我也成了a游大军的一员，或许不久的将来我就彻底跟这个游戏说拜拜了,,2025-03-30 20:07,未提供
447139423,haozhong,3,我账号怎么给我搞没了😭,,2025-03-30 20:03,小米2312DRA50C
321139732,涓涓,2,玩了差不多四年（号在渠道服），其中因为无聊退了一年，只能说光遇现在越来越没意思了，当初的热情也没了，现在新季节的物品也没什么创意。二分情怀吧，越来越拉了,,2024-02-28 23:23,小米2312DRA50C
