用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
454912257,仓樱拍子,5,各位大佬们，这个游戏我也玩了两三年了，现在有一个问题求解，我现在前六个角色都等级锁定了，之前等级锁定的时候看im档案就可以，这一次我im档案也看完了，然后每个角色里的剧情也都看了，但是现在不刷新了，没办法继续打等级了是为什么啊😳😳😳,,2025-03-13 19:56,未提供
2067890,忉,5,首先说说我是怎么认识这个游戏的，很早些年，我玩节奏大师，整个大学全都在玩，后来实习的时候，我在百分网看到了有个游戏叫炫光动感，应该是15年那会儿，突然发现，原来除了TX的节奏大师，还有这么优秀的音乐游戏，当然，我是后来跟风买了三星S6 EDGE，装了google才知道，那玩意儿叫Dynamix，机缘巧合，我入坑正版Dynamix时，在google商店的推荐页面，我看到了初代Cytus，卧槽，有刷新了我的认知，原来音游不止只有下落式，原来还有滑条式。从那时候开始，我就开始双休了，开心的时候我就玩Cytus，难过了就去玩Dynamix，后来不知道是哪一年，我看到雷亚发公告说Cytus要出2，我就开始关注，然后，重点就来了，那时候我玩google游戏很多，就订阅了google的play pass，没想到Cytus 2就在其中，啥意思呢，Cytus 2国际服，如果你是订阅了google的play pass，这游戏就等于是破解了，你啥都不用买，全角色、全曲包，包括后续出的所有东西，全都免费，所以有条件的，还是建议上google play pass。<br />好了，说回游戏国服和国际服我都玩过，不过现在留在了国际服，这游戏无论是乐感、操作、画风、剧情，都很强，游戏整体具备极强的可玩性，有能力的建议玩国际服，相对那啥一点的，国服也还可以，优势还有活动限免，挺不错的。手机屏幕小了其实玩这种游戏还是容易误触，或者手指头粗了看不到其他键位也是常有的事，大屏的手机玩着就很爽了。<br />我个人觉得国际服稳妥一些，曲包完整、其他的其实变化不是特别大。以前可以买礼品卡，现在好像不好买了，可以办一个visa的卡或者master card绑定google，就可以畅玩国际服的cytus 2了。<br />雷亚出品，必属精品。,46,2025-02-14 20:05,小米Xiaomi 14 Ultra
6626999,lative,5,年纪大了 跟不上,,2025-03-12 09:17,未提供
701935479,舟载周,4,我这个phigros玩家玩起来还是不太习惯，感觉对于新手操作还是有点要求的,,2025-03-11 23:36,Mid SH30
585009870,熊城宇,5,卡在十三难度上不去了十三难度以上感觉变速演奏开始多起来了,,2025-03-11 03:23,华为nova 7 5G
471934953,泛白,5,好玩！剧情感觉很吸引人,,2025-03-08 18:56,华为TGR-W10
72554531,lon/炅,5,Very good非常好，除了有点费手以外非常值得玩。,,2025-03-08 14:57,HUAWEI MatePad SE
569295366,一二三,2,真抽象吧，买了游戏还要充钱买曲子？能玩的就这几个？？？,5,2025-03-06 19:22,Huawei Mate 50
673545690,✞ʚ谐乐鸽重度依赖ɞ✟,5,感觉特效很好 玩起来也比较爽、丝滑  音游人士强烈推荐,,2025-03-05 22:54,未提供
694228370,xm2333,4,没引导，连怎么按都没说，全靠摸索，且不是下落式，剧情莫名其妙，看不懂玩不懂,,2025-03-05 22:26,红米 K70
29180470,星,5,很棒的一款音游hhh，剧情表现形式在音游里面十分新颖，大部分歌曲也很好听～基础曲包里面的歌曲也相当多了，够玩很长一段时间了,,2025-03-05 20:23,Vivo IQOO Neo9
60660259,阿明,5,老粉了，没的说，美工超好，游戏剧情感染力很强，还伴随着整个游戏本体的变化，很惊艳很不错<br />另：为啥玩混沌要胶囊了。为了截个图我浪费了一个胶囊，CC快赔😸,,2025-03-05 18:36,小米24117RK2CC
437211607,昼夜,5,英语不好的人这里边有很多词语都看不懂,2,2025-03-02 21:50,未提供
454107905,准～,5,加载速度相对其他音游有点慢，我天玑9300+别扯手机问题，手感总感觉有点钝有点怪<br />🌃画面音乐：<br />五分打四分<br />💃🏻立绘建模：<br />五分打四分,1,2025-03-02 19:50,未提供
14752103,QQ用户14752103,1,一点音乐声音都没有？就只有咔吧咔吧的声音？什么玩意啊,,2025-03-02 19:26,Redmi K50 Ultra
608578260,1145科比,5,好玩一款音游游戏能做成这样也算是特别的好游戏操作不算是太难<br />🎵曲库：<br />较多,,2025-03-02 18:23,OPPO A32中国版
705178402,无敌妙妙花,5,很不错的音乐游戏,,2025-03-01 14:31,未提供
631428618,梁梁菲,5,棒棒棒,,2025-03-01 12:19,Huawei MatePad Air
705200442,非零向量,5,推荐啊，包推荐的，初音谱泰豪丸啦（除了混沌），就是说我neko吧唧能不能快发货啊😈,,2025-03-01 10:16,未提供
517942449,睡觉睡不着觉,5,真的超级好玩！他的建模图片那些的也非常的漂亮。而且音乐真的很好听，曲库很多，有很多内容。,,2025-03-01 08:09,Huawei Nova 10
703982840,是蝈蝈不是蛐蛐儿,5,很好！一下就把吸引的一个游戏,,2025-03-01 00:26,Honor 80
604720337,Y,4,怎么免费了我花12块钱买的啊😭,1,2025-02-28 23:17,未提供
354077972,User354077972,5,非常的好玩建议来玩,,2025-02-28 20:55,OPPO Reno7中国版
441533456,사랑. ,5,我感觉还行，推荐给大家,,2025-02-28 20:13,未提供
655942957,故,5,整体都很不错,,2025-02-28 19:18,Vivo Y55t
105583107,ヾ✿拉出天际❛ั∀❛ั✧*。,5,我搞不懂这个算不算官服，以前点限免游戏广告下载玩的 然后它就显示在tap我的游戏里了,,2025-02-28 11:08,未提供
677672630,k,3,没有中国手机号注册不了啊😂,,2025-02-27 21:09,Google Pixel 6
648726270,山里最灵活的狗,5,🧝🏻‍♀️角色人设：<br />十分立体，好像真的存在一样，文案组的剧情做的特别好,,2025-02-27 15:41,HONOR LLY-AN00
637606938,千三龍,1,我一直不知道怎么激活,,2025-02-26 23:25,OPPO A系列
705314337,栗子狂想曲,5,还行，剧情是按照论坛帖子的形式展开的，个人觉得还挺有趣的,,2025-02-26 22:38,未提供
56752789,没有小春不能活,3,我开始玩的时候下载资源下载了一半关了游戏，我再打开怎么就一直黑屏啊,,2025-02-26 21:10,小米24122RKC7C
69128778,江雾,5,红魔在登录界面闪退，试了几次，都进不去，已卸载。<br />25.02.26更新，不闪退了，可以玩了。,,2024-09-18 21:40,Nubia Red Magic 8 Pro
704769322,好朋友,5,太好玩了，这是我玩过的音游中最难的一个,,2025-02-26 20:20,小米Xiaomi Civi 1S
364280012,钉丝龟,5,能不能让miku返场,1,2025-02-26 15:58,Honor荣耀X60
29790206,米子,5,有点难，但是上头,,2025-02-26 10:57,小米 15 Pro
533190880,烛🐟,3,后面是需要花钱的，只能玩八首，对于零氪玩家不友好，给我一种评论是刷出来的感觉,1,2025-02-25 21:28,Honor 60 SE
348450126,钟离,3,怎么说呢？就是给人一种，说不上来的感觉，反正我也没花钱，这个游戏要花钱买，但我上面写个限免，然后直接下载就让我玩了,,2025-02-25 02:37,未提供
704133533,忆涵,5,就是不太会登录,,2025-02-24 20:34,WIKO GAR-AN60
704082881,p,5,之前看还12，难得限免，先给个好评，玩会再说,,2025-02-24 07:54,OPPO A3 Pro 5G
104402672,🐔鸡你太美,1,服了，还有设备捆绑限制，客服qq还是空的,,2025-02-23 19:04,未提供
674953074,宋祈宸,5,我觉得游戏玩法比较新颖而且比较丰富画质也不错,,2025-02-23 17:40,Vivo IQOO Z9 Turbo
469289509,隔壁老杨,5,非常好游戏<br />使我改掉了二指玩音游的毛病<br />爱来自食指,,2025-02-23 15:08,华为P40 Pro
580760689,小易,4,还不错，现在限免完全可以入，初玩可能会手跟不上脑子，但玩多了，就慢慢熟练了，曲包也很多，铺面设计很有意思，很有创意，比一代好很多<br />缺点就是联动曲包大部分都要钱，不能说大部分，应该说都要钱，这点我选择扣一颗星，音乐游戏吗，肯定需要成本吗，所以能理解，毕竟曲包稍微攒攒零花钱就能买<br />仅个人评价，不喜勿喷,126,2025-02-23 14:11,华为GLK-AL00
528894832,凤中铃,1,这活动真的恶心，游戏里买了来网页一看发现领不了，后面看那字小的可怜的规则才知道网页和游戏不互通就另外在网页买了曲包，发现游戏里得不到任何东西，一个cc币都没有，相当于买了空气，哇塞塞，大冤种诞生了，比别人多花三十才得到的待遇😅都忘记这第几次吐槽这游戏公司了，ai曲绘我也忍了，除了内部爱的neko其他角色几年了都没新剧情了也忍了，b站官方几个月一条动态还不是自家游戏内容真招笑😸，挤出来的新剧情x一个中年大叔喜欢上了十几岁的neko真可怕，初音联动回来了，也不更新画面，看到初音脸崩成那样真的蚌住了🙁虽然是几年前的联动，但是回归了就这样，那问找半天才找到的qq才能聊的客服买到空气怎么处理，客服回答就是怪你瞎给他们送钱不退的。之前挺喜欢公司旗下的游戏的，万象，古树，花语都玩，现在才发现这游戏公司在给玩家游戏体验是做不到的,4,2025-02-23 10:37,未提供
542436172,猜,5,很好玩，曲谱也很多。跟着主线就过呗,,2025-02-23 09:21,华为BRE-AL80
605404502,人可称王,2,为什么会黑屏啊,,2025-02-23 06:16,未提供
551427823,？,5,为啥困难后面的难度不是积分制的了变成了百分比，这难度太大了,,2025-02-23 03:14,Vivo IQOO 11
528163383,小鲨,1,背刺我，花了0.01😭😭😭😭😭😭,,2025-02-22 23:07,Honor Play 40 Plus
705395134,花衔暖阳,3,现在不要钱可以玩，然后我进去了，为什么是这样,19,2025-02-22 21:34,vivo Y97
682356215,1243,4,龙渊，你告诉我这是什么？我刚买了，你就给我限免了,2,2025-02-22 20:39,OPPO A11中国版
701354426,(눈_눈),5,我超爱限免的，让我白嫖的都是好兄弟,,2025-02-22 20:37,一加手机Ace 3V
467045202,头皮屑,5,666让我嫖到了 真香,,2025-02-22 20:23,未提供
565308691,666,5,限免就是这个👍,1,2025-02-22 11:29,华为 Nova 5 Pro
540454486,HXY,5,不算很难，谱子很多也很好听，不过一部分是要买的谱子，画面精美，剧情也好好玩<br />🧝🏻‍♀️角色人设：<br />好看<br />🎵曲库：<br />大,,2025-02-22 10:47,OPPO PFTM20
703266768,旺财,5,第一次玩这种游戏，感觉尸体暖暖的😌<br />进去的话直接就有剧情，但是没看懂，有没有大佬解释一下什么意思呀？😳<br />玩法很不错，但是为什么我的画面一卡一卡的，是手机的问题吗？<br />难度比别的游戏都高一点（个人观点，本人玩的和小学生一样）,1,2025-02-22 09:43,Huawei Enjoy 20e
522498475,无尽的神明,5,还挺不错，在免费的时候买的，即使不氪金，也有很多曲子可以玩，真挺好的。,,2025-02-21 23:29,未提供
542925413,Hortense,4,2025.02.21<br />1、一个音游能有这种质量的剧情简直就是不可思议！剧情的呈现方式也很新颖，剧情党表示很赞👍🏻<br />2、还是不太习惯这种谱面设计，打歌的时候手很容易遮挡谱面导致漏掉拍点。我还是更喜欢下落式谱面。<br />3、还是有很多好听的曲子的，个人最喜欢PAFF的歌，音色和旋律都很戳我～,64,2025-02-21 22:43,小米15
674145737,一枚ui酱,5,好耶，终于等到限免力(˵¯͒〰¯͒˵),,2025-02-21 19:42,华为P30 Pro
682201777,一只纳西妲鸭~,5,🧝🏻<br />🎮可玩性：<br />好玩！爱了爱了,,2025-02-21 18:20,Vivo X7
625980986,盗者假说,5,好玩，就是废手和脑子,,2025-02-21 14:03,红米 Note 11
434573006,飞一般的梦想,5,游戏可以。就是里面的东西太贵了对学生来说很不友好,,2025-02-21 12:33,未提供
595607987,睡觉觉,5,好玩，不过因为是手机，所以手指比较挡视野，但是熟练之后会记住位置，对于不熟悉的曲子，可能会有些难度，但是熟练之后真没啥难度了,1,2025-02-20 02:17,Huawei Nova 11
73499498,手机用户73499498,5,好玩，可惜我手残打不了高级谱😥,,2025-02-19 21:17,Oppo A36
466624355,绮珀,5,可以，不过我比较菜,,2025-02-19 11:45,未提供
427004099,灯火阑珊唯念沵,5,限免，感恩家人,1,2025-02-19 10:47,OPPO PEQM00
631393156,沐深,5,没啥好说的免费的<br />0,,2025-02-19 04:41,未提供
496572870,星辰,5,好听，好看，好玩，缺点就是刚上手，感觉谱面好乱😫,,2025-02-19 02:05,OPPO A55 5G
572483564,迟来的琴团长,1,服了,13,2025-02-19 00:03,Vivo V2314A
646069016,空哥,4,作为一款商业性音游，它现在限免还是可以一玩的，但是花十八买就差点意思了，毕竟里面还有内氪，甚至主线都不是全免，只能说还行，但限免过了就不推荐了,,2025-02-18 22:07,未提供
517813142,老登开花,5,还挺好的，可玩性挺大的，有点难,,2025-02-18 20:48,Vivo V2353A
634000542,User634000542,5,挺好玩但是有点难玩,,2025-02-18 16:01,Oppo Reno 5
643751233,尤奈,5,纯萌新，屁股肉才玩了一年，看见b站推送来的，下了一个打了一天感觉很难，身边同学，朋友都不玩音游，只能一点一点的推主线，结果连个混沌都打不了(╥_╥)，看见绊爱想冲，但看见初音又有活动，学生党只能二选一，最后买了初音的曲包，角色什么的真的好好,,2025-02-18 15:31,Huawei P60 Pro
536109501,大肠,2,为啥显示游戏未激活,,2025-02-18 14:19,OPPO A96 5G
695333888,天上的风,5,这款游戏我当时我是看见免费我就入了，但是后面玩着玩着我就我觉得这游戏比较不错，不管是音质还是一些方面都非常优秀。虽然我玩的时间不久，但我还是觉得这游戏相当不错，有意向的可以先。这个免费的机会。拿下玩儿一玩儿。这玩意儿还可以练手速呢。挺好玩儿的，你说他难吧？他也比较好上手。简单来说，这游戏就是一个比较时髦的一个音乐游戏。有意向的可以入了。,63,2025-02-18 00:02,三星Galaxy F52 5G
466069073,𓄂kꫛⅈᧁꫝt𓆃,2,刚进去就转TapTap上面来了不知道是BUG还是什么,1,2025-02-17 23:48,小米Xiaomi Pad 5 Pro
691562301,makaatong,5,🎮可玩性：<br />好玩，爱玩，喜欢玩,,2025-02-17 22:41,XH011
425180887,zsz,4,退坑原因—我太菜了,,2025-02-17 17:18,未提供
68580421,无影心,3,我建议喜欢白嫖的别玩儿。我就是花了1毛钱买了之后，现在进去好像是只有6个还是7个曲你才能免费用。下载一首曲70多mb就算了毕竟嘛免费的。后面的曲全是要收费的一个曲要这上面600个蝴蝶形状的东西。30块钱充一次得750个蝴蝶我太穷了，没多少钱玩儿，所以后面付费的有没有哪个大佬有钱的玩过的说说付费的好玩不？,,2025-02-16 19:08,Vivo V2417A
690599956,让我快乐的去吧,4,整体还可以，我平常玩的一般都是轨道或者下落式，平时没有玩过这个类型的，不过玩起来还不错，谱面也不是很少。不过可能对新手来说会有点难，总体还是很推荐的,,2025-02-16 18:47,OPPO Reno5 Pro+ 5G
688006985,蝴蝶忍,3,为什么我的没有声音😔😭,,2025-02-16 13:58,未提供
651444241,fakd,5,能玩的还是很多的，但到了后面能体验的角色就那么几个，其他的都要买。有点难受，不能全部都免费吗？,,2025-02-16 01:09,Redmi Note 10 Pro
669913272,我勒个琳呀,5,偏剧情些，有内购，免费的曲子也不少，玩起来比较带感解压点,,2025-02-16 00:32,小米24069RA21C
704149271,第五人格启动,4,在别的地方玩过，第一次见这样的音游，线动音符不动，缺点就是要钱,,2025-02-15 23:46,华为GLK-TL00
696317682,风火至,3,一直加载不好就卡在了界面上,,2025-02-15 23:43,未提供
15321729,leec爱琴,5,有段时间没玩了。<br />不过鉴于最近这段时间快没游戏玩了，所以我就下回来看一下，我还没登录，如果登上去之后我之前那个全曲包全剧情的账号无了，那我这五年白等了<br />现在你家雷亚不知道还行不行，不过我也无所谓<br />至少cytus2是你我曾经辉煌过的证明,5,2025-02-15 20:32,Vivo NEX A
437336542,Quite双鱼,5,这游戏我体验下来没有任何问题，就是剧情，有没有大佬能懂的？lvy和Vanessa是什么关系呢？我这里已经打满了，但是剧情没有看懂,,2025-02-15 18:04,未提供
695035084,Buluking,4,超级好玩！剧情也很有意思，力推！！,,2025-02-15 15:02,未提供
588752457,À,5,门槛高，但是制作水平一流,,2025-02-15 12:49,Honor Play7T
467154085,应归,5,嘿嘿嘿熬夜突然发现的限免😌,2,2025-02-15 02:20,华为XYAO-W00
25784924,飞来飞去的超人,4,24不能全屏,,2025-02-15 01:14,三星Galaxy S24+
445701808,伊迪斯,5,总之白嫖到的😜😘开心。,1,2025-02-14 22:50,小米23124RN87C
122620898,飒,5,限免了，必须下载,3,2025-02-14 20:07,iQOO Neo 5
647316710,樱落花生,4,这是什么情况，重进也是一样,1,2025-02-14 18:59,Vivo IQOO Neo9
627155072,姐姐,1,不是我玩咋没声音,,2025-02-14 14:10,未提供
474208113,成都与花海,1,下载好了加载一直黑屏进不去,4,2025-02-14 10:29,Vivo IQOO 13
72566110,你猜,5,萌新试玩了一下，感觉游戏很不错，就是不太好读谱子，习惯了之后应该会好很多。<br />还有角色，真的都很好看，入坑不亏。<br />emmm，那个啥，我就是不太理解为啥买断制里面还有氪金项目（虽然我理解厂商也很辛苦需要赚钱）<br />能不能出个正经的买断啊，你可以买断卖几百块但是我讨厌氪金。。。,2,2025-02-14 09:35,Blackshark SHARK KSR-A0
591068371,脑壳痛,5,刚玩有人能带带我吗？我感觉有点懵逼😂<br />找了半天随机玩了一首挺好玩的，第一次玩音游以前只玩过钢琴块。,,2025-02-14 01:57,华为Mate40 RS保时捷版
11680438,QQ用户11680438,1,一加6安卓10系统闪退，进不去游戏，修复改评分<br />🎵曲库：垃圾，不是人听的歌,4,2021-12-20 23:07,华为BKY-W10
545150018,薇尔莉特,5,之前高中的时候用苹果手机玩的，当时还是免费，但是现在那个手机找不到了，现在二次联动限免又给下回来了，真的挺好玩的，人物立绘美术方面没话说，剧情也很好，难度还行😼,,2025-02-13 14:46,未提供
557176825,乌鸦,5,哎呀，一句话，管他嘞，😁都限免了试试咋了？人家都限免了，你还咋弄嘞？,5,2025-02-13 14:23,Oppo A36
624747722,云往,3,为啥我玩的时候没有声音？😅,1,2025-02-13 05:51,Redmi K70 Ultra
634995849,为了不可能实现的理想,4,我明明已经买了MI ku的合集了，却显示我不能玩，而且我那个吧机没办法调地址了,,2025-02-13 00:35,Honor Play7T
473835496,白给.,5,一想到我的手指慢一拍在线的后面追着点就想笑，上来就玩高难度是这样的😂,,2025-02-12 21:31,一加手机Ace 3
703734733,芙fufufu芙,4,好玩，就是要为初音花钱😭,,2025-02-12 19:39,未提供
557176257,飞萤,5,游戏我可以不玩，我的音游就是一坨，纯粹手残，你问我为什么下？<br />人们都去攀登珠穆朗玛峰，因为它就在那里<br />这游戏都限免了，我为什么不下？不要白不要嘛,2,2025-02-12 19:28,HONOR 90 GT
648084470,光明人机,5,我另外一个账号买了这款游戏。这个账号里没有折扣时，他让我直接买。现在有折扣了，他就不给我再买了,,2025-02-12 17:05,iQOO Neo 5 活力版
103276021,呐呐呐,3,没新手教程，点点也不知道有啥规律，进去啥引导都没有,,2025-02-12 16:20,未提供
30856480,陆人甲,5,限免的，先领了再说吧😘,1,2025-02-12 14:45,Vivo IQOO Neo10
501176227,苦痛,2,我有一个疑问哈，这个游戏下完一切正常，但是我玩的时候就没有声音，我去游戏设置里也看了，手机声音也是开着的，就是没有声音...,1,2025-02-12 13:35,Vivo S18e
660783226,嘻嘻嘻,5,真的很不错，难难的有点奇怪,,2025-02-12 12:21,华为荣耀9X
633875184,昭言,5,我感觉我眼睛快长屁股上了哈哈<br />对于手速快的人应该是很好玩的，但是我玩了之后大脑宕机了<br />总体来说挺推荐的😜,,2025-02-11 22:53,PTAC SUP-BD00
651846248,r,5,限免，玩了，豪丸🤓👆,3,2025-02-11 22:39,未提供
700861926,刘晨,5,虽然我进不去显示解释包错误但是我在我同学手机上玩过，是一款很好的游戏所以谁可以告诉我一下解释包是什么原因。,1,2025-02-11 22:19,华为P40 Pro
698457263,空白,4,我趁着限免入坑的，总体感受很不错。我本人也是个音游人，挺喜欢玩音游的<br />💃🏻立绘建模：<br />还可以，里面的人物都画得很好看，甚至还有动画可以看，质量是真的高<br />🎵曲库：<br />整个游戏有五百多首歌曲，光是不用钱的就有一百多首。 但是大部分歌都不大好听，有些以人声为主的歌听得让人难受，不过听多了就会觉得好听<br />🌃画面音乐：<br />以科幻风为主，设计很新颖<br />🎮可玩性：<br />可玩性比较高，个人认为整个游戏最好的就是剧情，剧情是真的神<br />🔖运营服务：<br />优化不性，玩几把就会卡在加载页面<br />总结：值得入手，里边的人物也值得买,143,2025-01-31 18:13,Redmi Note 12 5G
668264774,大鹰傻,5,虽然没有玩过，看别人玩也不错。但是我不小心点了限免下载。我手残，玩不了啊！！,,2025-02-11 19:48,华为畅享9 Plus
647824285,帅气男孩,5,这款游戏好玩，我是免费下载的。,,2025-02-11 18:15,Huawei Enjoy 60
336238121,吼姆拉,5,曲子好听～🎵🎵🎵<br />🧝🏻‍♀️角色人设：？？？<br />💃🏻立绘建模：？？？<br />🎼谱面设计：√√√<br />🎮可玩性：√√√<br />🌃画面音乐：√√√<br />🔖运营服务：√√√,1,2025-02-11 17:53,Huawei Nova 10
603432663,。,5,怎么限免了？我之前花的一分钱算什么😆,3,2025-02-11 14:39,Vivo V2073A
398552858,12,5,一个符合大众的音乐。,,2025-02-11 11:34,红米 K40S
398782892,小王,3,可以，游戏很不错，但是一代比较戳我，二代太“数据化”了，我找个歌都费劲,,2025-02-11 10:48,未提供
514065115,雅尔瑞亚,5,之前玩的，因为当时第一次玩音游，所以说玩不好，但是突然看到他联动了初音未来，那就不得不下回来了,,2025-02-11 09:44,华为Mate 20
446753364,深,5,有一点难但是好玩,2,2025-02-10 22:37,红米K70E
330210884,把你奶瓶打掉,1,？打不开啊根本，只有第一次能打开，之后点开全是黑屏，根本进不去,3,2025-02-10 22:32,Vivo IQOO Neo9S Pro+
447045207,User447045207,4,趁限免时间入坑的，谱面更偏向多指协调，个人感觉对底力要求不高，音乐是很豪庭的，谱面也是很豪堪的，就是分推不上去（悲）,1,2025-02-10 22:28,未提供
647372625,Alwits,4,我不太会玩音游。<br />幽默紫色键😭<br />能不能加一个红温指导功能啊，如果反复打同一首歌，或者开始乱按或者不动，就提示你不要一直红温，鼓励换个谱玩什么的,2,2025-02-10 22:13,Redmi K50
